"Time (s) Run #1","Light Intensity (lx) Run #1","Time (s) Run #2","Light Intensity (lx) Run #2","Time (s) Run #3","Light Intensity (lx) Run #3","Time (s) Run #4","Light Intensity (lx) Run #4","Time (s) Run #5","Light Intensity (lx) Run #5","Time (s) Run #6","Light Intensity (lx) Run #6","Time (s) Run #7","Light Intensity (lx) Run #7","Time (s) Run #8","Light Intensity (lx) Run #8","Time (s) Run #9","Light Intensity (lx) Run #9","Time (s) Run #10","Light Intensity (lx) Run #10","Time (s) Run #11","Light Intensity (lx) Run #11","Time (s) Run #12","Light Intensity (lx) Run #12","Time (s) Run #13","Light Intensity (lx) Run #13","Time (s) Run #14","Light Intensity (lx) Run #14","Time (s) Run #15","Light Intensity (lx) Run #15","Time (s) Run #16","Light Intensity (lx) Run #16","Time (s) Run #17","Light Intensity (lx) Run #17","Time (s) Run #18","Light Intensity (lx) Run #18","Time (s) Run #19","Light Intensity (lx) Run #19","Time (s) Run #20","Light Intensity (lx) Run #20","Time (s) Run #21","Light Intensity (lx) Run #21","Time (s) Run #22","Light Intensity (lx) Run #22","Time (s) Run #23","Light Intensity (lx) Run #23"
0.500,422.97,0.500,557.56,0.500,724.18,0.500,1031.80,0.500,1480.41,0.500,2358.40,0.500,3249.21,0.500,3505.55,0.500,3576.05,0.500,3335.72,0.500,2787.78,0.500,2313.54,0.500,2358.40,0.500,1842.50,0.500,1429.14,0.500,942.08,0.500,563.96,0.500,381.32,0.500,243.53,0.500,153.81,0.500,102.54,0.500,54.47,0.500,32.04
0.550,422.97,0.550,551.15,0.550,730.59,0.550,1031.80,0.550,1486.82,0.550,2358.40,0.550,3246.00,0.550,3486.33,0.550,3576.05,0.550,3361.36,0.550,2778.17,0.550,2294.31,0.550,2358.40,0.550,1839.29,0.550,1438.75,0.550,942.08,0.550,563.96,0.550,384.52,0.550,243.53,0.550,147.40,0.550,102.54,0.550,51.27,0.550,32.04
0.600,429.38,0.600,544.74,0.600,733.80,0.600,1044.62,0.600,1480.41,0.600,2368.01,0.600,3249.21,0.600,3492.74,0.600,3560.03,0.600,3364.56,0.600,2755.74,0.600,2278.29,0.600,2377.62,0.600,1839.29,0.600,1435.55,0.600,942.08,0.600,563.96,0.600,384.52,0.600,243.53,0.600,153.81,0.600,102.54,0.600,51.27,0.600,32.04
0.650,426.18,0.650,544.74,0.650,724.18,0.650,1038.21,0.650,1480.41,0.650,2364.81,0.650,3249.21,0.650,3502.35,0.650,3566.44,0.650,3361.36,0.650,2787.78,0.650,2303.92,0.650,2368.01,0.650,1839.29,0.650,1435.55,0.650,942.08,0.650,563.96,0.650,384.52,0.650,243.53,0.650,153.81,0.650,102.54,0.650,51.27,0.650,32.04
0.700,422.97,0.700,554.35,0.700,724.18,0.700,1031.80,0.700,1480.41,0.700,2358.40,0.700,3249.21,0.700,3505.55,0.700,3576.05,0.700,3316.50,0.700,2790.99,0.700,2313.54,0.700,2358.40,0.700,1852.11,0.700,1429.14,0.700,942.08,0.700,563.96,0.700,384.52,0.700,243.53,0.700,153.81,0.700,102.54,0.700,54.47,0.700,32.04
0.750,422.97,0.750,551.15,0.750,724.18,0.750,1031.80,0.750,1493.23,0.750,2358.40,0.750,3249.21,0.750,3505.55,0.750,3576.05,0.750,3358.15,0.750,2794.19,0.750,2310.33,0.750,2358.40,0.750,1839.29,0.750,1429.14,0.750,942.08,0.750,563.96,0.750,384.52,0.750,243.53,0.750,150.60,0.750,102.54,0.750,54.47,0.750,32.04
0.800,429.38,0.800,544.74,0.800,737.00,0.800,1035.00,0.800,1480.41,0.800,2358.40,0.800,3246.00,0.800,3476.72,0.800,3576.05,0.800,3364.56,0.800,2758.94,0.800,2281.49,0.800,2361.60,0.800,1839.29,0.800,1441.96,0.800,942.08,0.800,563.96,0.800,384.52,0.800,243.53,0.800,150.60,0.800,102.54,0.800,51.27,0.800,32.04
0.850,429.38,0.850,544.74,0.850,727.39,0.850,1044.62,0.850,1480.41,0.850,2371.22,0.850,3249.21,0.850,3499.15,0.850,3547.21,0.850,3364.56,0.850,2784.58,0.850,2291.11,0.850,2384.03,0.850,1839.29,0.850,1435.55,0.850,942.08,0.850,563.96,0.850,384.52,0.850,243.53,0.850,153.81,0.850,102.54,0.850,51.27,0.850,32.04
0.900,422.97,0.900,551.15,0.900,724.18,0.900,1031.80,0.900,1480.41,0.900,2358.40,0.900,3249.21,0.900,3505.55,0.900,3576.05,0.900,3326.11,0.900,2794.19,0.900,2310.33,0.900,2358.40,0.900,1842.50,0.900,1432.34,0.900,942.08,0.900,563.96,0.900,384.52,0.900,243.53,0.900,153.81,0.900,102.54,0.900,54.47,0.900,32.04
0.950,422.97,0.950,554.35,0.950,724.18,0.950,1031.80,0.950,1486.82,0.950,2358.40,0.950,3249.21,0.950,3505.55,0.950,3576.05,0.950,3345.34,0.950,2797.39,0.950,2313.54,0.950,2358.40,0.950,1842.50,0.950,1435.55,0.950,942.08,0.950,563.96,0.950,384.52,0.950,243.53,0.950,153.81,0.950,102.54,0.950,57.68,0.950,32.04
1.000,422.97,1.000,547.94,1.000,733.80,1.000,1031.80,1.000,1483.61,1.000,2358.40,1.000,3246.00,1.000,3470.31,1.000,3576.05,1.000,3361.36,1.000,2778.17,1.000,2291.11,1.000,2358.40,1.000,1839.29,1.000,1441.96,1.000,942.08,1.000,563.96,1.000,384.52,1.000,243.53,1.000,147.40,1.000,102.54,1.000,51.27,1.000,32.04
1.050,429.38,1.050,544.74,1.050,730.59,1.050,1044.62,1.050,1480.41,1.050,2374.42,1.050,3249.21,1.050,3499.15,1.050,3550.42,1.050,3364.56,1.050,2774.96,1.050,2281.49,1.050,2380.83,1.050,1839.29,1.050,1435.55,1.050,942.08,1.050,563.96,1.050,384.52,1.050,243.53,1.050,153.81,1.050,102.54,1.050,51.27,1.050,32.04
1.100,422.97,1.100,551.15,1.100,724.18,1.100,1038.21,1.100,1480.41,1.100,2361.60,1.100,3246.00,1.100,3502.35,1.100,3569.64,1.100,3345.34,1.100,2800.60,1.100,2307.13,1.100,2364.81,1.100,1839.29,1.100,1432.34,1.100,942.08,1.100,563.96,1.100,384.52,1.100,243.53,1.100,153.81,1.100,102.54,1.100,51.27,1.100,32.04
1.150,422.97,1.150,557.56,1.150,724.18,1.150,1031.80,1.150,1480.41,1.150,2358.40,1.150,3246.00,1.150,3505.55,1.150,3576.05,1.150,3319.70,1.150,2800.60,1.150,2313.54,1.150,2358.40,1.150,1848.91,1.150,1435.55,1.150,942.08,1.150,563.96,1.150,384.52,1.150,243.53,1.150,153.81,1.150,102.54,1.150,54.47,1.150,32.04
1.200,422.97,1.200,551.15,1.200,730.59,1.200,1031.80,1.200,1486.82,1.200,2358.40,1.200,3246.00,1.200,3495.94,1.200,3576.05,1.200,3358.15,1.200,2803.80,1.200,2310.33,1.200,2358.40,1.200,1839.29,1.200,1435.55,1.200,942.08,1.200,563.96,1.200,384.52,1.200,243.53,1.200,150.60,1.200,102.54,1.200,51.27,1.200,32.04
1.250,429.38,1.250,544.74,1.250,733.80,1.250,1041.41,1.250,1480.41,1.250,2358.40,1.250,3246.00,1.250,3486.33,1.250,3572.85,1.250,3364.56,1.250,2768.55,1.250,2281.49,1.250,2368.01,1.250,1839.29,1.250,1441.96,1.250,942.08,1.250,563.96,1.250,384.52,1.250,243.53,1.250,153.81,1.250,102.54,1.250,51.27,1.250,32.04
1.300,429.38,1.300,544.74,1.300,727.39,1.300,1041.41,1.300,1480.41,1.300,2368.01,1.300,3246.00,1.300,3502.35,1.300,3560.03,1.300,3364.56,1.300,2800.60,1.300,2297.52,1.300,2384.03,1.300,1839.29,1.300,1435.55,1.300,942.08,1.300,563.96,1.300,384.52,1.300,243.53,1.300,153.81,1.300,102.54,1.300,51.27,1.300,32.04
1.350,422.97,1.350,551.15,1.350,724.18,1.350,1031.80,1.350,1480.41,1.350,2358.40,1.350,3249.21,1.350,3505.55,1.350,3576.05,1.350,3319.70,1.350,2807.01,1.350,2313.54,1.350,2358.40,1.350,1848.91,1.350,1435.55,1.350,942.08,1.350,563.96,1.350,384.52,1.350,243.53,1.350,153.81,1.350,102.54,1.350,54.47,1.350,32.04
1.400,422.97,1.400,551.15,1.400,724.18,1.400,1031.80,1.400,1493.23,1.400,2358.40,1.400,3246.00,1.400,3505.55,1.400,3576.05,1.400,3351.75,1.400,2813.42,1.400,2313.54,1.400,2358.40,1.400,1839.29,1.400,1435.55,1.400,942.08,1.400,557.56,1.400,384.52,1.400,243.53,1.400,153.81,1.400,102.54,1.400,54.47,1.400,32.04
1.450,426.18,1.450,544.74,1.450,737.00,1.450,1031.80,1.450,1480.41,1.450,2358.40,1.450,3246.00,1.450,3470.31,1.450,3576.05,1.450,3364.56,1.450,2781.37,1.450,2287.90,1.450,2358.40,1.450,1839.29,1.450,1445.16,1.450,942.08,1.450,563.96,1.450,384.52,1.450,243.53,1.450,147.40,1.450,102.54,1.450,51.27,1.450,32.04
1.500,429.38,1.500,544.74,1.500,730.59,1.500,1044.62,1.500,1480.41,1.500,2377.62,1.500,3246.00,1.500,3499.15,1.500,3544.01,1.500,3364.56,1.500,2794.19,1.500,2281.49,1.500,2384.03,1.500,1839.29,1.500,1435.55,1.500,942.08,1.500,563.96,1.500,384.52,1.500,243.53,1.500,153.81,1.500,102.54,1.500,51.27,1.500,32.04
1.550,422.97,1.550,551.15,1.550,724.18,1.550,1035.00,1.550,1480.41,1.550,2358.40,1.550,3249.21,1.550,3502.35,1.550,3572.85,1.550,3335.72,1.550,2813.42,1.550,2307.13,1.550,2364.81,1.550,1839.29,1.550,1435.55,1.550,942.08,1.550,563.96,1.550,384.52,1.550,243.53,1.550,153.81,1.550,102.54,1.550,51.27,1.550,32.04
1.600,422.97,1.600,557.56,1.600,724.18,1.600,1031.80,1.600,1483.61,1.600,2358.40,1.600,3246.00,1.600,3505.55,1.600,3576.05,1.600,3335.72,1.600,2816.62,1.600,2313.54,1.600,2358.40,1.600,1848.91,1.600,1435.55,1.600,942.08,1.600,563.96,1.600,384.52,1.600,243.53,1.600,153.81,1.600,102.54,1.600,57.68,1.600,32.04
1.650,422.97,1.650,547.94,1.650,730.59,1.650,1031.80,1.650,1486.82,1.650,2358.40,1.650,3249.21,1.650,3483.12,1.650,3576.05,1.650,3361.36,1.650,2807.01,1.650,2303.92,1.650,2358.40,1.650,1839.29,1.650,1435.55,1.650,942.08,1.650,563.96,1.650,384.52,1.650,243.53,1.650,150.60,1.650,102.54,1.650,51.27,1.650,32.04
1.700,429.38,1.700,544.74,1.700,730.59,1.700,1044.62,1.700,1480.41,1.700,2368.01,1.700,3249.21,1.700,3492.74,1.700,3534.39,1.700,3364.56,1.700,2784.58,1.700,2281.49,1.700,2371.22,1.700,1839.29,1.700,1438.75,1.700,942.08,1.700,563.96,1.700,384.52,1.700,243.53,1.700,153.81,1.700,102.54,1.700,51.27,1.700,32.04
1.750,422.97,1.750,547.94,1.750,727.39,1.750,1038.21,1.750,1480.41,1.750,2364.81,1.750,3249.21,1.750,3502.35,1.750,3560.03,1.750,3361.36,1.750,2816.62,1.750,2303.92,1.750,2377.62,1.750,1839.29,1.750,1435.55,1.750,942.08,1.750,563.96,1.750,384.52,1.750,240.33,1.750,153.81,1.750,102.54,1.750,51.27,1.750,32.04
1.800,422.97,1.800,557.56,1.800,724.18,1.800,1031.80,1.800,1480.41,1.800,2358.40,1.800,3249.21,1.800,3502.35,1.800,3576.05,1.800,3319.70,1.800,2823.03,1.800,2313.54,1.800,2358.40,1.800,1852.11,1.800,1435.55,1.800,942.08,1.800,563.96,1.800,384.52,1.800,243.53,1.800,153.81,1.800,102.54,1.800,57.68,1.800,32.04
1.850,422.97,1.850,551.15,1.850,730.59,1.850,1031.80,1.850,1490.02,1.850,2358.40,1.850,3249.21,1.850,3505.55,1.850,3576.05,1.850,3354.95,1.850,2826.23,1.850,2313.54,1.850,2358.40,1.850,1839.29,1.850,1435.55,1.850,942.08,1.850,557.56,1.850,384.52,1.850,243.53,1.850,150.60,1.850,102.54,1.850,54.47,1.850,32.04
1.900,429.38,1.900,544.74,1.900,737.00,1.900,1038.21,1.900,1480.41,1.900,2358.40,1.900,3249.21,1.900,3479.92,1.900,3550.42,1.900,3364.56,1.900,2790.99,1.900,2287.90,1.900,2358.40,1.900,1839.29,1.900,1445.16,1.900,942.08,1.900,563.96,1.900,384.52,1.900,243.53,1.900,147.40,1.900,102.54,1.900,51.27,1.900,32.04
1.950,429.38,1.950,544.74,1.950,730.59,1.950,1044.62,1.950,1480.41,1.950,2371.22,1.950,3246.00,1.950,3499.15,1.950,3537.60,1.950,3364.56,1.950,2816.62,1.950,2287.90,1.950,2384.03,1.950,1839.29,1.950,1435.55,1.950,942.08,1.950,563.96,1.950,384.52,1.950,243.53,1.950,153.81,1.950,102.54,1.950,51.27,1.950,32.04
2.000,422.97,2.000,551.15,2.000,724.18,2.000,1031.80,2.000,1480.41,2.000,2358.40,2.000,3249.21,2.000,3505.55,2.000,3576.05,2.000,3326.11,2.000,2826.23,2.000,2313.54,2.000,2364.81,2.000,1839.29,2.000,1435.55,2.000,942.08,2.000,563.96,2.000,384.52,2.000,243.53,2.000,153.81,2.000,102.54,2.000,51.27,2.000,32.04
2.050,422.97,2.050,551.15,2.050,724.18,2.050,1031.80,2.050,1490.02,2.050,2358.40,2.050,3249.21,2.050,3505.55,2.050,3576.05,2.050,3345.34,2.050,2829.44,2.050,2316.74,2.050,2358.40,2.050,1845.70,2.050,1435.55,2.050,942.08,2.050,563.96,2.050,384.52,2.050,243.53,2.050,153.81,2.050,102.54,2.050,57.68,2.050,32.04
2.100,422.97,2.100,544.74,2.100,737.00,2.100,1031.80,2.100,1480.41,2.100,2358.40,2.100,3249.21,2.100,3473.51,2.100,3579.25,2.100,3364.56,2.100,2807.01,2.100,2300.72,2.100,2355.19,2.100,1839.29,2.100,1435.55,2.100,942.08,2.100,563.96,2.100,384.52,2.100,243.53,2.100,150.60,2.100,102.54,2.100,51.27,2.100,32.04
2.150,429.38,2.150,544.74,2.150,730.59,2.150,1044.62,2.150,1480.41,2.150,2374.42,2.150,3249.21,2.150,3495.94,2.150,3531.19,2.150,3364.56,2.150,2807.01,2.150,2284.70,2.150,2371.22,2.150,1839.29,2.150,1435.55,2.150,942.08,2.150,563.96,2.150,384.52,2.150,243.53,2.150,153.81,2.150,102.54,2.150,51.27,2.150,32.04
2.200,422.97,2.200,551.15,2.200,724.18,2.200,1038.21,2.200,1480.41,2.200,2361.60,2.200,3249.21,2.200,3505.55,2.200,3569.64,2.200,3345.34,2.200,2832.64,2.200,2307.13,2.200,2374.42,2.200,1839.29,2.200,1435.55,2.200,942.08,2.200,563.96,2.200,384.52,2.200,243.53,2.200,153.81,2.200,102.54,2.200,51.27,2.200,32.04
2.250,422.97,2.250,557.56,2.250,724.18,2.250,1031.80,2.250,1480.41,2.250,2358.40,2.250,3246.00,2.250,3505.55,2.250,3576.05,2.250,3322.91,2.250,2832.64,2.250,2313.54,2.250,2358.40,2.250,1852.11,2.250,1435.55,2.250,942.08,2.250,563.96,2.250,384.52,2.250,243.53,2.250,153.81,2.250,102.54,2.250,54.47,2.250,32.04
2.300,422.97,2.300,547.94,2.300,730.59,2.300,1031.80,2.300,1486.82,2.300,2358.40,2.300,3249.21,2.300,3495.94,2.300,3576.05,2.300,3358.15,2.300,2807.01,2.300,2316.74,2.300,2358.40,2.300,1839.29,2.300,1432.34,2.300,942.08,2.300,557.56,2.300,384.52,2.300,243.53,2.300,153.81,2.300,102.54,2.300,54.47,2.300,32.04
2.350,429.38,2.350,544.74,2.350,730.59,2.350,1041.41,2.350,1480.41,2.350,2358.40,2.350,3249.21,2.350,3486.33,2.350,3540.80,2.350,3364.56,2.350,2794.19,2.350,2287.90,2.350,2355.19,2.350,1839.29,2.350,1445.16,2.350,942.08,2.350,563.96,2.350,384.52,2.350,243.53,2.350,147.40,2.350,102.54,2.350,51.27,2.350,32.04
2.400,426.18,2.400,544.74,2.400,724.18,2.400,1041.41,2.400,1480.41,2.400,2368.01,2.400,3246.00,2.400,3499.15,2.400,3553.62,2.400,3364.56,2.400,2829.44,2.400,2294.31,2.400,2384.03,2.400,1839.29,2.400,1435.55,2.400,942.08,2.400,563.96,2.400,384.52,2.400,243.53,2.400,153.81,2.400,102.54,2.400,51.27,2.400,32.04
2.450,422.97,2.450,554.35,2.450,724.18,2.450,1031.80,2.450,1480.41,2.450,2358.40,2.450,3249.21,2.450,3505.55,2.450,3576.05,2.450,3319.70,2.450,2839.05,2.450,2313.54,2.450,2361.60,2.450,1839.29,2.450,1435.55,2.450,942.08,2.450,563.96,2.450,384.52,2.450,243.53,2.450,153.81,2.450,102.54,2.450,51.27,2.450,32.04
2.500,422.97,2.500,551.15,2.500,727.39,2.500,1031.80,2.500,1493.23,2.500,2358.40,2.500,3249.21,2.500,3505.55,2.500,3576.05,2.500,3351.75,2.500,2832.64,2.500,2319.95,2.500,2358.40,2.500,1845.70,2.500,1435.55,2.500,942.08,2.500,563.96,2.500,384.52,2.500,243.53,2.500,153.81,2.500,102.54,2.500,54.47,2.500,32.04
2.550,426.18,2.550,544.74,2.550,737.00,2.550,1031.80,2.550,1480.41,2.550,2358.40,2.550,3249.21,2.550,3473.51,2.550,3566.44,2.550,3364.56,2.550,2800.60,2.550,2297.52,2.550,2355.19,2.550,1839.29,2.550,1438.75,2.550,942.08,2.550,563.96,2.550,384.52,2.550,243.53,2.550,150.60,2.550,102.54,2.550,51.27,2.550,32.04
2.600,429.38,2.600,544.74,2.600,730.59,2.600,1044.62,2.600,1480.41,2.600,2377.62,2.600,3249.21,2.600,3499.15,2.600,3531.19,2.600,3364.56,2.600,2826.23,2.600,2287.90,2.600,2374.42,2.600,1839.29,2.600,1435.55,2.600,942.08,2.600,563.96,2.600,384.52,2.600,243.53,2.600,153.81,2.600,102.54,2.600,51.27,2.600,32.04
2.650,422.97,2.650,551.15,2.650,724.18,2.650,1035.00,2.650,1480.41,2.650,2358.40,2.650,3246.00,2.650,3505.55,2.650,3572.85,2.650,3335.72,2.650,2839.05,2.650,2313.54,2.650,2371.22,2.650,1839.29,2.650,1435.55,2.650,942.08,2.650,563.96,2.650,384.52,2.650,240.33,2.650,153.81,2.650,102.54,2.650,51.27,2.650,32.04
2.700,422.97,2.700,554.35,2.700,724.18,2.700,1031.80,2.700,1486.82,2.700,2358.40,2.700,3249.21,2.700,3505.55,2.700,3576.05,2.700,3338.93,2.700,2845.46,2.700,2319.95,2.700,2358.40,2.700,1852.11,2.700,1435.55,2.700,942.08,2.700,563.96,2.700,384.52,2.700,243.53,2.700,153.81,2.700,102.54,2.700,54.47,2.700,32.04
2.750,422.97,2.750,544.74,2.750,737.00,2.750,1031.80,2.750,1483.61,2.750,2358.40,2.750,3249.21,2.750,3486.33,2.750,3579.25,2.750,3358.15,2.750,2810.21,2.750,2313.54,2.750,2358.40,2.750,1839.29,2.750,1435.55,2.750,942.08,2.750,557.56,2.750,384.52,2.750,243.53,2.750,153.81,2.750,102.54,2.750,54.47,2.750,32.04
2.800,429.38,2.800,544.74,2.800,730.59,2.800,1044.62,2.800,1480.41,2.800,2364.81,2.800,3249.21,2.800,3492.74,2.800,3534.39,2.800,3364.56,2.800,2810.21,2.800,2287.90,2.800,2358.40,2.800,1839.29,2.800,1441.96,2.800,942.08,2.800,563.96,2.800,384.52,2.800,243.53,2.800,150.60,2.800,102.54,2.800,51.27,2.800,32.04
2.850,422.97,2.850,551.15,2.850,724.18,2.850,1038.21,2.850,1480.41,2.850,2364.81,2.850,3249.21,2.850,3502.35,2.850,3563.23,2.850,3358.15,2.850,2842.25,2.850,2300.72,2.850,2384.03,2.850,1839.29,2.850,1435.55,2.850,942.08,2.850,563.96,2.850,384.52,2.850,243.53,2.850,153.81,2.850,102.54,2.850,51.27,2.850,32.04
2.900,422.97,2.900,557.56,2.900,724.18,2.900,1031.80,2.900,1480.41,2.900,2358.40,2.900,3249.21,2.900,3505.55,2.900,3576.05,2.900,3319.70,2.900,2848.66,2.900,2319.95,2.900,2358.40,2.900,1845.70,2.900,1435.55,2.900,942.08,2.900,563.96,2.900,384.52,2.900,243.53,2.900,153.81,2.900,102.54,2.900,51.27,2.900,32.04
2.950,422.97,2.950,551.15,2.950,730.59,2.950,1031.80,2.950,1490.02,2.950,2358.40,2.950,3249.21,2.950,3505.55,2.950,3576.05,2.950,3358.15,2.950,2829.44,2.950,2319.95,2.950,2355.19,2.950,1842.50,2.950,1435.55,2.950,942.08,2.950,560.76,2.950,384.52,2.950,243.53,2.950,153.81,2.950,102.54,2.950,54.47,2.950,32.04
3.000,429.38,3.000,544.74,3.000,733.80,3.000,1038.21,3.000,1480.41,3.000,2358.40,3.000,3249.21,3.000,3479.92,3.000,3553.62,3.000,3364.56,3.000,2810.21,3.000,2294.31,3.000,2355.19,3.000,1839.29,3.000,1441.96,3.000,942.08,3.000,563.96,3.000,384.52,3.000,243.53,3.000,150.60,3.000,102.54,3.000,51.27,3.000,32.04
3.050,429.38,3.050,544.74,3.050,724.18,3.050,1044.62,3.050,1480.41,3.050,2374.42,3.050,3249.21,3.050,3499.15,3.050,3540.80,3.050,3364.56,3.050,2839.05,3.050,2287.90,3.050,2377.62,3.050,1839.29,3.050,1435.55,3.050,942.08,3.050,563.96,3.050,384.52,3.050,243.53,3.050,153.81,3.050,102.54,3.050,51.27,3.050,32.04
3.100,422.97,3.100,551.15,3.100,724.18,3.100,1031.80,3.100,1480.41,3.100,2358.40,3.100,3249.21,3.100,3502.35,3.100,3576.05,3.100,3326.11,3.100,2851.87,3.100,2313.54,3.100,2368.01,3.100,1839.29,3.100,1435.55,3.100,942.08,3.100,563.96,3.100,384.52,3.100,240.33,3.100,153.81,3.100,102.54,3.100,51.27,3.100,32.04
3.150,422.97,3.150,551.15,3.150,724.18,3.150,1031.80,3.150,1493.23,3.150,2358.40,3.150,3249.21,3.150,3505.55,3.150,3576.05,3.150,3345.34,3.150,2851.87,3.150,2319.95,3.150,2358.40,3.150,1848.91,3.150,1435.55,3.150,942.08,3.150,563.96,3.150,384.52,3.150,243.53,3.150,153.81,3.150,102.54,3.150,54.47,3.150,32.04
3.200,422.97,3.200,544.74,3.200,737.00,3.200,1031.80,3.200,1480.41,3.200,2358.40,3.200,3249.21,3.200,3473.51,3.200,3576.05,3.200,3361.36,3.200,2816.62,3.200,2307.13,3.200,2355.19,3.200,1839.29,3.200,1435.55,3.200,942.08,3.200,560.76,3.200,384.52,3.200,243.53,3.200,150.60,3.200,102.54,3.200,54.47,3.200,32.04
