"Time (s) Run #1","Light Intensity (lx) Run #1","Time (s) Run #2","Light Intensity (lx) Run #2","Time (s) Run #3","Light Intensity (lx) Run #3","Time (s) Run #4","Light Intensity (lx) Run #4","Time (s) Run #5","Light Intensity (lx) Run #5","Time (s) Run #6","Light Intensity (lx) Run #6","Time (s) Run #7","Light Intensity (lx) Run #7","Time (s) Run #8","Light Intensity (lx) Run #8","Time (s) Run #9","Light Intensity (lx) Run #9","Time (s) Run #10","Light Intensity (lx) Run #10","Time (s) Run #11","Light Intensity (lx) Run #11","Time (s) Run #12","Light Intensity (lx) Run #12","Time (s) Run #13","Light Intensity (lx) Run #13","Time (s) Run #14","Light Intensity (lx) Run #14","Time (s) Run #15","Light Intensity (lx) Run #15","Time (s) Run #16","Light Intensity (lx) Run #16","Time (s) Run #17","Light Intensity (lx) Run #17","Time (s) Run #18","Light Intensity (lx) Run #18","Time (s) Run #19","Light Intensity (lx) Run #19","Time (s) Run #20","Light Intensity (lx) Run #20","Time (s) Run #21","Light Intensity (lx) Run #21","Time (s) Run #22","Light Intensity (lx) Run #22","Time (s) Run #23","Light Intensity (lx) Run #23"
2.750,435.79,2.750,570.37,2.750,756.23,2.750,1057.43,2.750,1557.31,2.750,2467.35,2.750,3409.42,2.750,3681.79,2.750,3768.31,2.750,3531.19,2.750,2922.36,2.750,2557.07,2.750,2371.22,2.750,1864.93,2.750,1461.18,2.750,954.90,2.750,557.56,2.750,378.11,2.750,237.12,2.750,147.40,2.750,102.54,2.750,51.27,2.750,32.04
2.800,432.59,2.800,563.96,2.800,762.63,2.800,1051.03,2.800,1560.52,2.800,2454.53,2.800,3447.88,2.800,3665.77,2.800,3755.49,2.800,3524.78,2.800,2922.36,2.800,2557.07,2.800,2384.03,2.800,1864.93,2.800,1457.98,2.800,954.90,2.800,554.35,2.800,384.52,2.800,237.12,2.800,147.40,2.800,102.54,2.800,51.27,2.800,32.04
2.850,435.79,2.850,563.96,2.850,762.63,2.850,1063.84,2.850,1576.54,2.850,2441.71,2.850,3428.65,2.850,3665.77,2.850,3755.49,2.850,3524.78,2.850,2922.36,2.850,2557.07,2.850,2384.03,2.850,1845.70,2.850,1441.96,2.850,954.90,2.850,551.15,2.850,378.11,2.850,237.12,2.850,147.40,2.850,102.54,2.850,51.27,2.850,32.04
2.900,435.79,2.900,570.37,2.900,756.23,2.900,1070.25,2.900,1582.95,2.900,2435.30,2.900,3409.42,2.900,3675.38,2.900,3781.13,2.900,3524.78,2.900,2922.36,2.900,2557.07,2.900,2384.03,2.900,1858.52,2.900,1454.77,2.900,948.49,2.900,557.56,2.900,378.11,2.900,243.53,2.900,150.60,2.900,102.54,2.900,51.27,2.900,32.04
2.950,435.79,2.950,570.37,2.950,756.23,2.950,1060.64,2.950,1563.72,2.950,2460.94,2.950,3403.02,2.950,3704.22,2.950,3787.54,2.950,3540.80,2.950,2922.36,2.950,2557.07,2.950,2368.01,2.950,1864.93,2.950,1461.18,2.950,951.69,2.950,557.56,2.950,378.11,2.950,243.53,2.950,147.40,2.950,102.54,2.950,51.27,2.950,32.04
3.000,432.59,3.000,570.37,3.000,762.63,3.000,1051.03,3.000,1557.31,3.000,2470.55,3.000,3438.26,3.000,3668.98,3.000,3758.70,3.000,3524.78,3.000,2922.36,3.000,2557.07,3.000,2384.03,3.000,1864.93,3.000,1461.18,3.000,954.90,3.000,557.56,3.000,381.32,3.000,237.12,3.000,147.40,3.000,102.54,3.000,51.27,3.000,32.04
3.050,435.79,3.050,563.96,3.050,762.63,3.050,1063.84,3.050,1576.54,3.050,2441.71,3.050,3451.08,3.050,3665.77,3.050,3755.49,3.050,3524.78,3.050,2922.36,3.050,2557.07,3.050,2384.03,3.050,1848.91,3.050,1441.96,3.050,954.90,3.050,551.15,3.050,384.52,3.050,237.12,3.050,147.40,3.050,102.54,3.050,51.27,3.050,32.04
3.100,435.79,3.100,570.37,3.100,756.23,3.100,1067.05,3.100,1582.95,3.100,2438.51,3.100,3409.42,3.100,3662.57,3.100,3755.49,3.100,3524.78,3.100,2922.36,3.100,2557.07,3.100,2387.24,3.100,1858.52,3.100,1451.57,3.100,951.69,3.100,557.56,3.100,378.11,3.100,243.53,3.100,150.60,3.100,102.54,3.100,51.27,3.100,32.04
3.150,435.79,3.150,570.37,3.150,749.82,3.150,1070.25,3.150,1566.93,3.150,2451.32,3.150,3403.02,3.150,3704.22,3.150,3800.35,3.150,3553.62,3.150,2922.36,3.150,2557.07,3.150,2380.83,3.150,1864.93,3.150,1461.18,3.150,948.49,3.150,557.56,3.150,378.11,3.150,243.53,3.150,147.40,3.150,102.54,3.150,51.27,3.150,32.04
3.200,435.79,3.200,570.37,3.200,762.63,3.200,1054.23,3.200,1557.31,3.200,2470.55,3.200,3419.04,3.200,3675.38,3.200,3765.11,3.200,3531.19,3.200,2922.36,3.200,2557.07,3.200,2377.62,3.200,1864.93,3.200,1461.18,3.200,954.90,3.200,557.56,3.200,378.11,3.200,237.12,3.200,147.40,3.200,102.54,3.200,51.27,3.200,32.04
3.250,435.79,3.250,563.96,3.250,762.63,3.250,1057.43,3.250,1566.93,3.250,2448.12,3.250,3447.88,3.250,3665.77,3.250,3755.49,3.250,3524.78,3.250,2922.36,3.250,2557.07,3.250,2384.03,3.250,1861.72,3.250,1451.57,3.250,954.90,3.250,554.35,3.250,384.52,3.250,237.12,3.250,147.40,3.250,102.54,3.250,51.27,3.250,32.04
3.300,435.79,3.300,563.96,3.300,759.43,3.300,1063.84,3.300,1582.95,3.300,2441.71,3.300,3422.24,3.300,3662.57,3.300,3755.49,3.300,3524.78,3.300,2922.36,3.300,2557.07,3.300,2387.24,3.300,1852.11,3.300,1441.96,3.300,954.90,3.300,551.15,3.300,378.11,3.300,237.12,3.300,147.40,3.300,102.54,3.300,51.27,3.300,32.04
3.350,435.79,3.350,570.37,3.350,749.82,3.350,1070.25,3.350,1576.54,3.350,2438.51,3.350,3406.22,3.350,3688.20,3.350,3790.74,,,3.350,2922.36,3.350,2557.07,3.350,2387.24,3.350,1861.72,3.350,1454.77,3.350,945.28,3.350,557.56,3.350,378.11,3.350,243.53,3.350,147.40,3.350,102.54,3.350,51.27,3.350,32.04
3.400,435.79,3.400,570.37,3.400,756.23,3.400,1057.43,3.400,1560.52,3.400,2467.35,3.400,3403.02,3.400,3691.41,3.400,3777.92,,,3.400,2922.36,3.400,2557.07,3.400,2364.81,3.400,1864.93,3.400,1461.18,3.400,954.90,3.400,557.56,3.400,378.11,3.400,237.12,3.400,147.40,3.400,102.54,3.400,51.27,3.400,32.04
3.450,429.38,,,3.450,762.63,,,3.450,1557.31,3.450,2460.94,,,3.450,3665.77,3.450,3758.70,,,3.450,2922.36,3.450,2557.07,3.450,2384.03,3.450,1864.93,3.450,1461.18,,,3.450,557.56,,,3.450,237.12,3.450,147.40,3.450,102.54,,,3.450,32.04
3.500,435.79,,,,,,,,,,,,,,,,,,,,,3.500,2557.07,3.500,2384.03,3.500,1845.70,3.500,1441.96,,,3.500,551.15,,,,,,,,,,,3.500,32.04
3.550,435.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
