"Time (s) Run #1","Light Intensity (lx) Run #1","Time (s) Run #2","Light Intensity (lx) Run #2","Time (s) Run #3","Light Intensity (lx) Run #3","Time (s) Run #4","Light Intensity (lx) Run #4","Time (s) Run #5","Light Intensity (lx) Run #5","Time (s) Run #6","Light Intensity (lx) Run #6","Time (s) Run #7","Light Intensity (lx) Run #7","Time (s) Run #8","Light Intensity (lx) Run #8","Time (s) Run #9","Light Intensity (lx) Run #9","Time (s) Run #10","Light Intensity (lx) Run #10","Time (s) Run #11","Light Intensity (lx) Run #11","Time (s) Run #12","Light Intensity (lx) Run #12","Time (s) Run #13","Light Intensity (lx) Run #13","Time (s) Run #14","Light Intensity (lx) Run #14","Time (s) Run #15","Light Intensity (lx) Run #15","Time (s) Run #16","Light Intensity (lx) Run #16","Time (s) Run #17","Light Intensity (lx) Run #17","Time (s) Run #18","Light Intensity (lx) Run #18","Time (s) Run #19","Light Intensity (lx) Run #19","Time (s) Run #20","Light Intensity (lx) Run #20","Time (s) Run #21","Light Intensity (lx) Run #21","Time (s) Run #22","Light Intensity (lx) Run #22","Time (s) Run #23","Light Intensity (lx) Run #23","Time (s) Run #24","Light Intensity (lx) Run #24","Time (s) Run #25","Light Intensity (lx) Run #25","Time (s) Run #26","Light Intensity (lx) Run #26","Time (s) Run #27","Light Intensity (lx) Run #27","Time (s) Run #28","Light Intensity (lx) Run #28","Time (s) Run #29","Light Intensity (lx) Run #29","Time (s) Run #30","Light Intensity (lx) Run #30","Time (s) Run #31","Light Intensity (lx) Run #31","Time (s) Run #32","Light Intensity (lx) Run #32","Time (s) Run #33","Light Intensity (lx) Run #33","Time (s) Run #34","Light Intensity (lx) Run #34","Time (s) Run #35","Light Intensity (lx) Run #35"
1.500,314.03,1.500,352.48,1.500,256.35,1.500,166.63,1.500,153.81,1.500,185.85,1.500,262.76,1.500,378.11,1.500,506.29,1.500,576.78,1.500,628.05,1.500,685.73,1.500,724.18,1.500,743.41,1.500,756.23,1.500,756.23,1.500,781.86,1.500,785.06,1.500,781.86,1.500,781.86,1.500,781.86,1.500,756.23,1.500,756.23,1.500,749.82,1.500,743.41,1.500,730.59,1.500,717.77,1.500,698.55,1.500,672.91,1.500,653.69,1.500,621.64,1.500,576.78,1.500,519.10,1.500,467.83,1.500,432.59
1.550,320.43,1.550,352.48,1.550,249.94,1.550,166.63,1.550,147.40,1.550,185.85,1.550,265.96,1.550,384.52,1.550,499.88,1.550,570.37,1.550,634.46,1.550,685.73,1.550,724.18,1.550,743.41,1.550,756.23,1.550,769.04,1.550,765.84,1.550,775.45,1.550,775.45,1.550,791.47,1.550,781.86,1.550,762.63,1.550,759.43,1.550,749.82,1.550,743.41,1.550,737.00,1.550,730.59,1.550,692.14,1.550,669.71,1.550,644.07,1.550,612.03,1.550,570.37,1.550,519.10,1.550,474.24,1.550,432.59
1.600,320.43,1.600,352.48,1.600,249.94,1.600,166.63,1.600,153.81,1.600,185.85,1.600,269.17,1.600,378.11,1.600,499.88,1.600,570.37,1.600,640.87,1.600,685.73,1.600,724.18,1.600,743.41,1.600,756.23,1.600,769.04,1.600,775.45,1.600,781.86,1.600,788.27,1.600,797.88,1.600,794.68,1.600,762.63,1.600,756.23,1.600,749.82,1.600,733.80,1.600,737.00,1.600,737.00,1.600,711.36,1.600,685.73,1.600,640.87,1.600,608.83,1.600,570.37,1.600,519.10,1.600,474.24,1.600,435.79
1.650,320.43,1.650,352.48,1.650,249.94,1.650,166.63,1.650,153.81,1.650,185.85,1.650,269.17,1.650,371.70,1.650,512.70,1.650,570.37,1.650,634.46,1.650,685.73,1.650,724.18,1.650,743.41,1.650,756.23,1.650,769.04,1.650,781.86,1.650,788.27,1.650,794.68,1.650,781.86,1.650,788.27,1.650,756.23,1.650,756.23,1.650,749.82,1.650,743.41,1.650,727.39,1.650,733.80,1.650,711.36,1.650,682.53,1.650,640.87,1.650,608.83,1.650,570.37,1.650,519.10,1.650,474.24,1.650,435.79
1.700,314.03,1.700,346.07,1.700,253.14,1.700,166.63,1.700,153.81,1.700,185.85,1.700,262.76,1.700,371.70,1.700,509.49,1.700,570.37,1.700,628.05,1.700,685.73,1.700,730.59,1.700,743.41,1.700,749.82,1.700,756.23,1.700,781.86,1.700,788.27,1.700,791.47,1.700,781.86,1.700,781.86,1.700,756.23,1.700,756.23,1.700,749.82,1.700,743.41,1.700,724.18,1.700,717.77,1.700,701.75,1.700,672.91,1.700,653.69,1.700,615.23,1.700,570.37,1.700,519.10,1.700,467.83,1.700,435.79
1.750,320.43,1.750,352.48,1.750,256.35,1.750,166.63,1.750,150.60,1.750,185.85,1.750,262.76,1.750,378.11,1.750,499.88,1.750,579.99,1.750,628.05,1.750,685.73,1.750,724.18,1.750,743.41,1.750,756.23,1.750,762.63,1.750,772.25,1.750,778.66,1.750,778.66,1.750,781.86,1.750,781.86,1.750,756.23,1.750,762.63,1.750,749.82,1.750,743.41,1.750,737.00,1.750,720.98,1.750,698.55,1.750,669.71,1.750,653.69,1.750,618.44,1.750,576.78,1.750,519.10,1.750,471.04,1.750,429.38
1.800,320.43,1.800,352.48,1.800,249.94,1.800,166.63,1.800,147.40,1.800,185.85,1.800,269.17,1.800,384.52,1.800,499.88,1.800,570.37,1.800,640.87,1.800,685.73,1.800,724.18,1.800,743.41,1.800,756.23,1.800,769.04,1.800,769.04,1.800,772.25,1.800,775.45,1.800,794.68,1.800,788.27,1.800,769.04,1.800,756.23,1.800,749.82,1.800,740.20,1.800,737.00,1.800,737.00,1.800,698.55,1.800,672.91,1.800,640.87,1.800,608.83,1.800,570.37,1.800,519.10,1.800,474.24,1.800,435.79
1.850,320.43,1.850,352.48,1.850,249.94,1.850,166.63,1.850,153.81,1.850,185.85,1.850,269.17,1.850,378.11,1.850,506.29,1.850,570.37,1.850,634.46,1.850,685.73,1.850,724.18,1.850,743.41,1.850,756.23,1.850,769.04,1.850,781.86,1.850,785.06,1.850,794.68,1.850,794.68,1.850,801.09,1.850,756.23,1.850,756.23,1.850,749.82,1.850,737.00,1.850,737.00,1.850,737.00,1.850,711.36,1.850,685.73,1.850,640.87,1.850,608.83,1.850,570.37,1.850,519.10,1.850,474.24,1.850,435.79
1.900,314.03,1.900,346.07,1.900,249.94,1.900,166.63,1.900,153.81,1.900,185.85,1.900,269.17,1.900,371.70,1.900,512.70,1.900,570.37,1.900,628.05,1.900,692.14,1.900,724.18,1.900,743.41,1.900,746.61,1.900,769.04,1.900,781.86,1.900,788.27,1.900,794.68,1.900,781.86,1.900,785.06,1.900,756.23,1.900,756.23,1.900,749.82,1.900,743.41,1.900,724.18,1.900,727.39,1.900,711.36,1.900,679.32,1.900,640.87,1.900,608.83,1.900,570.37,1.900,519.10,1.900,474.24,1.900,435.79
1.950,314.03,1.950,349.27,1.950,256.35,1.950,166.63,1.950,153.81,1.950,185.85,1.950,262.76,1.950,378.11,1.950,506.29,1.950,576.78,1.950,628.05,1.950,685.73,1.950,727.39,1.950,743.41,1.950,756.23,1.950,756.23,1.950,781.86,1.950,788.27,1.950,781.86,1.950,781.86,1.950,781.86,1.950,756.23,1.950,756.23,1.950,749.82,1.950,743.41,1.950,727.39,1.950,717.77,1.950,698.55,1.950,672.91,1.950,653.69,1.950,621.64,1.950,570.37,1.950,519.10,1.950,467.83,1.950,435.79
2.000,320.43,2.000,352.48,2.000,253.14,2.000,166.63,2.000,147.40,2.000,185.85,2.000,262.76,2.000,384.52,2.000,499.88,2.000,576.78,2.000,631.26,2.000,685.73,2.000,724.18,2.000,743.41,2.000,756.23,2.000,765.84,2.000,769.04,2.000,775.45,2.000,775.45,2.000,781.86,2.000,781.86,2.000,756.23,2.000,762.63,2.000,749.82,2.000,743.41,2.000,737.00,2.000,727.39,2.000,695.34,2.000,672.91,2.000,650.48,2.000,615.23,2.000,570.37,2.000,519.10,2.000,474.24,2.000,429.38
2.050,320.43,2.050,352.48,2.050,249.94,2.050,166.63,2.050,153.81,2.050,185.85,2.050,269.17,2.050,384.52,2.050,499.88,2.050,570.37,2.050,640.87,2.050,685.73,2.050,724.18,2.050,743.41,2.050,756.23,2.050,769.04,2.050,775.45,2.050,775.45,2.050,781.86,2.050,794.68,2.050,794.68,2.050,762.63,2.050,756.23,2.050,749.82,2.050,733.80,2.050,737.00,2.050,737.00,2.050,704.96,2.050,679.32,2.050,640.87,2.050,608.83,2.050,570.37,2.050,519.10,2.050,474.24,2.050,435.79
2.100,320.43,2.100,352.48,2.100,249.94,2.100,166.63,2.100,153.81,2.100,185.85,2.100,269.17,2.100,374.91,2.100,509.49,2.100,570.37,2.100,634.46,2.100,685.73,2.100,724.18,2.100,743.41,2.100,756.23,2.100,769.04,2.100,781.86,2.100,788.27,2.100,794.68,2.100,788.27,2.100,797.88,2.100,756.23,2.100,756.23,2.100,749.82,2.100,737.00,2.100,737.00,2.100,737.00,2.100,711.36,2.100,685.73,2.100,640.87,2.100,608.83,2.100,570.37,2.100,519.10,2.100,474.24,2.100,435.79
2.150,314.03,2.150,346.07,2.150,253.14,2.150,166.63,2.150,153.81,2.150,185.85,2.150,269.17,2.150,371.70,2.150,512.70,2.150,570.37,2.150,628.05,2.150,688.93,2.150,730.59,2.150,743.41,2.150,746.61,2.150,762.63,2.150,781.86,2.150,788.27,2.150,794.68,2.150,781.86,2.150,781.86,2.150,756.23,2.150,756.23,2.150,749.82,2.150,743.41,2.150,717.77,2.150,724.18,2.150,711.36,2.150,672.91,2.150,647.28,2.150,608.83,2.150,570.37,2.150,519.10,2.150,474.24,2.150,435.79
2.200,317.23,2.200,352.48,2.200,256.35,2.200,166.63,2.200,153.81,2.200,185.85,2.200,262.76,2.200,378.11,2.200,506.29,2.200,579.99,2.200,628.05,2.200,685.73,2.200,724.18,2.200,743.41,2.200,756.23,2.200,756.23,2.200,778.66,2.200,785.06,2.200,781.86,2.200,781.86,2.200,781.86,2.200,756.23,2.200,756.23,2.200,749.82,2.200,743.41,2.200,730.59,2.200,717.77,2.200,698.55,2.200,672.91,2.200,653.69,2.200,621.64,2.200,573.58,2.200,519.10,2.200,467.83,2.200,435.79
2.250,320.43,2.250,352.48,2.250,249.94,2.250,166.63,2.250,147.40,2.250,185.85,2.250,265.96,2.250,384.52,2.250,499.88,2.250,570.37,2.250,637.66,2.250,685.73,2.250,724.18,2.250,743.41,2.250,756.23,2.250,769.04,2.250,765.84,2.250,775.45,2.250,775.45,2.250,788.27,2.250,781.86,2.250,762.63,2.250,759.43,2.250,749.82,2.250,743.41,2.250,737.00,2.250,730.59,2.250,692.14,2.250,672.91,2.250,640.87,2.250,612.03,2.250,570.37,2.250,519.10,2.250,474.24,2.250,429.38
2.300,320.43,2.300,352.48,2.300,249.94,2.300,166.63,2.300,153.81,2.300,185.85,2.300,269.17,2.300,378.11,2.300,499.88,2.300,570.37,2.300,637.66,2.300,685.73,2.300,724.18,2.300,743.41,2.300,756.23,2.300,769.04,2.300,775.45,2.300,781.86,2.300,788.27,2.300,797.88,2.300,794.68,2.300,762.63,2.300,756.23,2.300,749.82,2.300,730.59,2.300,737.00,2.300,737.00,2.300,708.16,2.300,682.53,2.300,640.87,2.300,608.83,2.300,570.37,2.300,519.10,2.300,474.24,2.300,435.79
2.350,320.43,2.350,352.48,2.350,249.94,2.350,166.63,2.350,153.81,2.350,185.85,2.350,269.17,2.350,371.70,2.350,512.70,2.350,570.37,2.350,631.26,2.350,685.73,2.350,724.18,2.350,743.41,2.350,753.02,2.350,769.04,2.350,781.86,2.350,788.27,2.350,794.68,2.350,785.06,2.350,791.47,2.350,756.23,2.350,756.23,2.350,749.82,2.350,743.41,2.350,730.59,2.350,737.00,2.350,711.36,2.350,685.73,2.350,640.87,2.350,608.83,2.350,570.37,2.350,519.10,2.350,474.24,2.350,435.79
2.400,314.03,2.400,346.07,2.400,253.14,2.400,166.63,2.400,153.81,2.400,185.85,2.400,262.76,2.400,371.70,2.400,506.29,2.400,570.37,2.400,628.05,2.400,685.73,2.400,730.59,2.400,743.41,2.400,749.82,2.400,756.23,2.400,781.86,2.400,788.27,2.400,791.47,2.400,781.86,2.400,781.86,2.400,756.23,2.400,756.23,2.400,749.82,2.400,743.41,2.400,717.77,2.400,717.77,2.400,704.96,2.400,672.91,2.400,650.48,2.400,612.03,2.400,570.37,2.400,519.10,2.400,471.04,2.400,435.79
2.450,320.43,2.450,352.48,2.450,249.94,2.450,166.63,2.450,147.40,2.450,185.85,2.450,262.76,2.450,378.11,2.450,503.08,2.450,579.99,2.450,628.05,2.450,685.73,2.450,724.18,2.450,743.41,2.450,756.23,2.450,762.63,2.450,772.25,2.450,778.66,2.450,781.86,2.450,781.86,2.450,781.86,2.450,756.23,2.450,759.43,2.450,749.82,2.450,743.41,2.450,737.00,2.450,720.98,2.450,698.55,2.450,669.71,2.450,647.28,2.450,621.64,2.450,576.78,2.450,519.10,2.450,467.83,2.450,429.38
2.500,320.43,2.500,352.48,2.500,249.94,2.500,166.63,2.500,147.40,2.500,185.85,2.500,269.17,2.500,384.52,2.500,499.88,2.500,570.37,2.500,640.87,2.500,685.73,2.500,724.18,2.500,743.41,2.500,756.23,2.500,769.04,2.500,769.04,2.500,772.25,2.500,775.45,2.500,794.68,2.500,788.27,2.500,769.04,2.500,756.23,2.500,749.82,2.500,740.20,2.500,737.00,2.500,733.80,2.500,695.34,2.500,672.91,2.500,640.87,2.500,608.83,2.500,570.37,2.500,519.10,2.500,474.24,2.500,435.79
2.550,320.43,2.550,352.48,2.550,249.94,2.550,166.63,2.550,153.81,2.550,185.85,2.550,269.17,2.550,378.11,2.550,506.29,2.550,570.37,2.550,634.46,2.550,685.73,2.550,724.18,2.550,743.41,2.550,756.23,2.550,769.04,2.550,781.86,2.550,785.06,2.550,791.47,2.550,797.88,2.550,797.88,2.550,756.23,2.550,756.23,2.550,749.82,2.550,737.00,2.550,737.00,2.550,737.00,2.550,711.36,2.550,685.73,2.550,640.87,2.550,608.83,2.550,570.37,2.550,519.10,2.550,474.24,2.550,435.79
2.600,314.03,2.600,346.07,2.600,249.94,2.600,166.63,2.600,153.81,2.600,185.85,2.600,269.17,2.600,371.70,2.600,512.70,2.600,570.37,2.600,628.05,2.600,692.14,2.600,724.18,2.600,743.41,2.600,746.61,2.600,769.04,2.600,781.86,2.600,788.27,2.600,794.68,2.600,781.86,2.600,785.06,2.600,756.23,2.600,756.23,2.600,749.82,2.600,743.41,2.600,724.18,2.600,730.59,2.600,711.36,2.600,679.32,2.600,640.87,2.600,608.83,2.600,570.37,2.600,519.10,2.600,474.24,2.600,435.79
2.650,314.03,2.650,352.48,2.650,253.14,2.650,166.63,2.650,153.81,2.650,185.85,2.650,262.76,2.650,378.11,2.650,506.29,2.650,576.78,2.650,628.05,2.650,685.73,2.650,727.39,2.650,743.41,2.650,756.23,2.650,756.23,2.650,772.25,2.650,788.27,2.650,785.06,2.650,781.86,2.650,781.86,2.650,756.23,2.650,756.23,2.650,749.82,2.650,743.41,2.650,727.39,2.650,717.77,2.650,698.55,2.650,672.91,2.650,653.69,2.650,618.44,2.650,570.37,2.650,519.10,2.650,467.83,2.650,435.79
2.700,320.43,2.700,352.48,2.700,249.94,2.700,166.63,2.700,147.40,2.700,185.85,2.700,262.76,2.700,384.52,2.700,499.88,2.700,573.58,2.700,634.46,2.700,685.73,2.700,724.18,2.700,743.41,2.700,756.23,2.700,765.84,2.700,762.63,2.700,775.45,2.700,775.45,2.700,781.86,2.700,781.86,2.700,756.23,2.700,762.63,2.700,749.82,2.700,743.41,2.700,737.00,2.700,727.39,2.700,695.34,2.700,669.71,2.700,644.07,2.700,615.23,2.700,573.58,2.700,519.10,2.700,474.24,2.700,429.38
2.750,320.43,2.750,352.48,2.750,249.94,2.750,166.63,2.750,153.81,2.750,185.85,2.750,269.17,2.750,384.52,2.750,499.88,2.750,570.37,2.750,640.87,2.750,682.53,2.750,724.18,2.750,743.41,2.750,756.23,2.750,769.04,2.750,775.45,2.750,772.25,2.750,778.66,2.750,794.68,2.750,794.68,2.750,762.63,2.750,756.23,2.750,749.82,2.750,733.80,2.750,737.00,2.750,737.00,2.750,701.75,2.750,676.12,2.750,640.87,2.750,608.83,2.750,570.37,2.750,519.10,2.750,474.24,2.750,435.79
2.800,320.43,2.800,352.48,2.800,249.94,2.800,166.63,2.800,153.81,2.800,185.85,2.800,269.17,2.800,378.11,2.800,512.70,2.800,570.37,2.800,634.46,2.800,685.73,2.800,724.18,2.800,743.41,2.800,756.23,2.800,769.04,2.800,781.86,2.800,788.27,2.800,794.68,2.800,788.27,2.800,797.88,2.800,756.23,2.800,756.23,2.800,749.82,2.800,737.00,2.800,724.18,2.800,737.00,2.800,711.36,2.800,685.73,2.800,640.87,2.800,608.83,2.800,570.37,2.800,519.10,2.800,474.24,2.800,435.79
2.850,314.03,2.850,346.07,2.850,253.14,2.850,166.63,2.850,153.81,2.850,185.85,2.850,265.96,2.850,371.70,2.850,512.70,2.850,570.37,2.850,628.05,2.850,688.93,2.850,730.59,2.850,743.41,2.850,746.61,2.850,762.63,2.850,781.86,2.850,788.27,2.850,794.68,2.850,781.86,2.850,781.86,2.850,756.23,2.850,756.23,2.850,749.82,2.850,743.41,2.850,717.77,2.850,724.18,2.850,711.36,2.850,672.91,2.850,640.87,2.850,608.83,2.850,570.37,2.850,519.10,2.850,474.24,2.850,435.79
2.900,317.23,2.900,352.48,2.900,249.94,2.900,166.63,2.900,150.60,2.900,185.85,2.900,262.76,2.900,378.11,2.900,506.29,2.900,579.99,2.900,628.05,2.900,685.73,2.900,724.18,2.900,743.41,2.900,756.23,2.900,756.23,2.900,769.04,2.900,785.06,2.900,781.86,2.900,781.86,2.900,781.86,2.900,756.23,2.900,756.23,2.900,749.82,2.900,743.41,2.900,730.59,2.900,717.77,2.900,698.55,2.900,672.91,2.900,653.69,2.900,621.64,2.900,570.37,2.900,519.10,2.900,467.83,2.900,435.79
2.950,320.43,2.950,352.48,2.950,249.94,2.950,166.63,2.950,147.40,2.950,185.85,2.950,269.17,2.950,384.52,2.950,499.88,2.950,570.37,2.950,640.87,2.950,685.73,2.950,724.18,2.950,743.41,2.950,756.23,2.950,769.04,2.950,762.63,2.950,775.45,2.950,775.45,2.950,788.27,2.950,781.86,2.950,759.43,2.950,759.43,2.950,749.82,2.950,743.41,2.950,737.00,2.950,730.59,2.950,692.14,2.950,669.71,2.950,640.87,2.950,615.23,2.950,570.37,2.950,519.10,2.950,474.24,2.950,429.38
3.000,320.43,3.000,352.48,3.000,249.94,3.000,166.63,3.000,153.81,3.000,185.85,3.000,269.17,3.000,378.11,3.000,503.08,3.000,570.37,3.000,634.46,3.000,682.53,3.000,724.18,3.000,743.41,3.000,756.23,3.000,769.04,3.000,778.66,3.000,778.66,3.000,785.06,3.000,794.68,3.000,794.68,3.000,762.63,3.000,756.23,3.000,749.82,3.000,730.59,3.000,737.00,3.000,737.00,3.000,704.96,3.000,679.32,3.000,640.87,3.000,608.83,3.000,570.37,3.000,519.10,3.000,474.24,3.000,435.79
3.050,317.23,3.050,349.27,3.050,249.94,3.050,166.63,3.050,153.81,3.050,185.85,3.050,269.17,3.050,371.70,3.050,512.70,3.050,570.37,3.050,631.26,3.050,685.73,3.050,724.18,3.050,743.41,3.050,753.02,3.050,769.04,3.050,781.86,3.050,788.27,3.050,794.68,3.050,785.06,3.050,791.47,3.050,756.23,3.050,756.23,3.050,749.82,3.050,743.41,3.050,724.18,3.050,737.00,3.050,711.36,3.050,685.73,,,3.050,608.83,3.050,570.37,3.050,519.10,3.050,474.24,3.050,435.79
3.100,314.03,3.100,346.07,3.100,256.35,3.100,166.63,3.100,153.81,3.100,185.85,3.100,262.76,3.100,371.70,3.100,506.29,3.100,570.37,3.100,628.05,3.100,685.73,3.100,730.59,3.100,743.41,3.100,749.82,3.100,756.23,3.100,778.66,3.100,788.27,3.100,791.47,3.100,781.86,3.100,781.86,3.100,756.23,3.100,756.23,3.100,749.82,3.100,743.41,3.100,717.77,3.100,720.98,3.100,708.16,3.100,672.91,,,3.100,612.03,3.100,570.37,3.100,519.10,3.100,471.04,3.100,435.79
3.150,320.43,3.150,352.48,3.150,249.94,3.150,166.63,3.150,147.40,3.150,185.85,3.150,262.76,3.150,381.32,3.150,499.88,3.150,576.78,3.150,628.05,3.150,685.73,3.150,724.18,3.150,743.41,3.150,756.23,3.150,762.63,3.150,765.84,3.150,778.66,3.150,781.86,3.150,781.86,3.150,781.86,3.150,756.23,3.150,759.43,3.150,749.82,3.150,743.41,3.150,733.80,3.150,717.77,3.150,698.55,3.150,669.71,,,3.150,621.64,3.150,576.78,3.150,519.10,3.150,467.83,3.150,432.59
3.200,320.43,3.200,352.48,3.200,249.94,3.200,166.63,3.200,150.60,3.200,185.85,3.200,269.17,3.200,384.52,3.200,499.88,3.200,570.37,3.200,640.87,3.200,685.73,3.200,724.18,3.200,743.41,3.200,756.23,3.200,769.04,3.200,769.04,3.200,772.25,3.200,775.45,3.200,794.68,3.200,785.06,3.200,765.84,3.200,756.23,3.200,749.82,3.200,743.41,3.200,737.00,3.200,733.80,3.200,692.14,3.200,672.91,,,3.200,612.03,3.200,570.37,3.200,519.10,3.200,474.24,3.200,432.59
3.250,320.43,3.250,352.48,3.250,249.94,3.250,166.63,3.250,153.81,3.250,185.85,3.250,269.17,3.250,378.11,3.250,506.29,3.250,570.37,3.250,634.46,3.250,682.53,3.250,724.18,3.250,743.41,3.250,756.23,3.250,769.04,3.250,781.86,3.250,785.06,3.250,791.47,3.250,797.88,3.250,794.68,3.250,759.43,3.250,756.23,3.250,749.82,3.250,737.00,3.250,733.80,3.250,737.00,3.250,711.36,3.250,685.73,,,3.250,608.83,3.250,570.37,3.250,519.10,3.250,474.24,3.250,435.79
3.300,314.03,3.300,346.07,3.300,249.94,3.300,166.63,3.300,153.81,3.300,185.85,3.300,269.17,3.300,371.70,3.300,512.70,3.300,570.37,3.300,628.05,3.300,692.14,3.300,724.18,3.300,743.41,3.300,746.61,3.300,769.04,3.300,781.86,3.300,788.27,3.300,794.68,3.300,781.86,3.300,788.27,3.300,756.23,3.300,756.23,3.300,749.82,3.300,743.41,,,3.300,730.59,3.300,711.36,,,,,3.300,608.83,3.300,570.37,3.300,519.10,3.300,474.24,3.300,435.79
3.350,314.03,3.350,352.48,3.350,256.35,,,3.350,153.81,3.350,185.85,3.350,262.76,3.350,378.11,3.350,506.29,3.350,576.78,3.350,628.05,3.350,685.73,3.350,727.39,3.350,743.41,3.350,756.23,3.350,756.23,3.350,772.25,3.350,788.27,3.350,785.06,3.350,781.86,3.350,781.86,3.350,756.23,,,3.350,749.82,3.350,743.41,,,3.350,717.77,3.350,701.75,,,,,3.350,615.23,3.350,570.37,3.350,519.10,,,3.350,435.79
3.400,320.43,3.400,352.48,3.400,249.94,,,3.400,147.40,3.400,185.85,3.400,262.76,3.400,384.52,3.400,499.88,3.400,573.58,3.400,634.46,3.400,685.73,3.400,724.18,3.400,743.41,3.400,756.23,3.400,765.84,3.400,762.63,3.400,775.45,3.400,775.45,3.400,781.86,3.400,781.86,3.400,756.23,,,3.400,749.82,3.400,743.41,,,3.400,724.18,,,,,,,3.400,618.44,3.400,576.78,3.400,519.10,,,3.400,429.38
3.450,320.43,3.450,352.48,3.450,249.94,,,3.450,153.81,3.450,185.85,3.450,269.17,3.450,381.32,3.450,499.88,,,3.450,640.87,3.450,685.73,3.450,724.18,3.450,743.41,3.450,756.23,3.450,769.04,,,3.450,775.45,3.450,778.66,3.450,794.68,3.450,791.47,3.450,765.84,,,,,3.450,733.80,,,3.450,737.00,,,,,,,,,3.450,570.37,3.450,519.10,,,3.450,435.79
3.500,320.43,,,,,,,3.500,153.81,,,3.500,269.17,3.500,374.91,,,,,3.500,631.26,3.500,685.73,3.500,724.18,3.500,743.41,,,3.500,769.04,,,3.500,788.27,3.500,794.68,3.500,791.47,3.500,801.09,,,,,,,,,,,,,,,,,,,,,3.500,570.37,,,,,3.500,435.79
,,,,,,,,,,,,3.550,265.96,3.550,371.70,,,,,,,3.550,685.73,,,3.550,743.41,,,,,,,3.550,788.27,,,3.550,781.86,3.550,781.86,,,,,,,,,,,,,,,,,,,,,3.550,570.37,,,,,3.550,435.79
,,,,,,,,,,,,3.600,262.76,,,,,,,,,3.600,685.73,,,3.600,743.41,,,,,,,,,,,3.600,781.86,,,,,,,,,,,,,,,,,,,,,,,3.600,570.37,,,,,,
,,,,,,,,,,,,3.650,269.17,,,,,,,,,3.650,685.73,,,3.650,743.41,,,,,,,,,,,3.650,788.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3.700,682.53,,,3.700,743.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3.750,688.93,,,3.750,743.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.800,743.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
