"Time (s) Run #1","Light Intensity (lx) Run #1","Time (s) Run #2","Light Intensity (lx) Run #2","Time (s) Run #3","Light Intensity (lx) Run #3","Time (s) Run #4","Light Intensity (lx) Run #4","Time (s) Run #5","Light Intensity (lx) Run #5","Time (s) Run #6","Light Intensity (lx) Run #6","Time (s) Run #7","Light Intensity (lx) Run #7","Time (s) Run #8","Light Intensity (lx) Run #8","Time (s) Run #9","Light Intensity (lx) Run #9","Time (s) Run #10","Light Intensity (lx) Run #10","Time (s) Run #11","Light Intensity (lx) Run #11","Time (s) Run #12","Light Intensity (lx) Run #12","Time (s) Run #13","Light Intensity (lx) Run #13","Time (s) Run #14","Light Intensity (lx) Run #14","Time (s) Run #15","Light Intensity (lx) Run #15","Time (s) Run #16","Light Intensity (lx) Run #16","Time (s) Run #17","Light Intensity (lx) Run #17","Time (s) Run #18","Light Intensity (lx) Run #18","Time (s) Run #19","Light Intensity (lx) Run #19","Time (s) Run #20","Light Intensity (lx) Run #20","Time (s) Run #21","Light Intensity (lx) Run #21","Time (s) Run #22","Light Intensity (lx) Run #22","Time (s) Run #23","Light Intensity (lx) Run #23","Time (s) Run #24","Light Intensity (lx) Run #24","Time (s) Run #25","Light Intensity (lx) Run #25"
2.700,512.70,2.700,1038.21,2.700,1294.56,2.700,1300.96,2.700,1262.51,2.700,1211.24,2.700,1179.20,2.700,1159.97,2.700,1127.93,2.700,1076.66,2.700,1022.19,2.700,961.30,2.700,929.26,2.700,877.99,2.700,836.33,2.700,788.27,2.700,724.18,2.700,660.10,2.700,563.96,2.700,467.83,2.700,416.56,2.700,352.48,2.700,314.03,2.700,237.12,2.700,166.63
2.750,512.70,2.750,1038.21,2.750,1294.56,2.750,1300.96,2.750,1262.51,2.750,1211.24,2.750,1182.40,2.750,1159.97,2.750,1127.93,2.750,1067.05,2.750,1031.80,2.750,980.53,2.750,903.63,2.750,877.99,2.750,813.90,2.750,791.47,2.750,743.41,2.750,660.10,2.750,579.99,2.750,467.83,2.750,416.56,2.750,362.09,2.750,314.03,2.750,237.12,2.750,166.63
2.800,519.10,2.800,1038.21,2.800,1294.56,2.800,1300.96,2.800,1262.51,2.800,1211.24,2.800,1182.40,2.800,1143.95,2.800,1127.93,2.800,1070.25,2.800,1031.80,2.800,980.53,2.800,916.44,2.800,861.97,2.800,810.70,2.800,772.25,2.800,743.41,2.800,644.07,2.800,583.19,2.800,480.65,2.800,406.95,2.800,365.30,2.800,320.43,2.800,230.71,2.800,166.63
2.850,512.70,2.850,1038.21,2.850,1294.56,2.850,1300.96,2.850,1262.51,2.850,1211.24,2.850,1179.20,2.850,1147.16,2.850,1102.29,2.850,1076.66,2.850,1031.80,2.850,980.53,2.850,929.26,2.850,858.76,2.850,833.13,2.850,762.63,2.850,740.20,2.850,637.66,2.850,583.19,2.850,487.06,2.850,403.75,2.850,362.09,2.850,323.64,2.850,230.71,2.850,173.03
2.900,512.70,2.900,1038.21,2.900,1294.56,2.900,1300.96,2.900,1262.51,2.900,1211.24,2.900,1179.20,2.900,1159.97,2.900,1121.52,2.900,1076.66,2.900,1018.98,2.900,954.90,2.900,929.26,2.900,877.99,2.900,839.54,2.900,785.06,2.900,724.18,2.900,653.69,2.900,570.37,2.900,474.24,2.900,410.16,2.900,352.48,2.900,314.03,2.900,230.71,2.900,173.03
2.950,512.70,2.950,1038.21,2.950,1294.56,2.950,1300.96,2.950,1262.51,2.950,1211.24,2.950,1179.20,2.950,1159.97,2.950,1127.93,2.950,1076.66,2.950,1025.39,2.950,967.71,2.950,926.06,2.950,877.99,2.950,833.13,2.950,788.27,2.950,727.39,2.950,660.10,2.950,563.96,2.950,467.83,2.950,416.56,2.950,352.48,2.950,314.03,2.950,237.12,2.950,166.63
3.000,512.70,3.000,1038.21,3.000,1294.56,3.000,1300.96,3.000,1262.51,3.000,1211.24,3.000,1182.40,3.000,1159.97,3.000,1127.93,3.000,1057.43,3.000,1031.80,3.000,980.53,3.000,900.42,3.000,877.99,3.000,810.70,3.000,791.47,3.000,743.41,3.000,660.10,3.000,583.19,3.000,471.04,3.000,416.56,3.000,365.30,3.000,317.23,3.000,237.12,3.000,166.63
3.050,519.10,3.050,1038.21,3.050,1294.56,3.050,1300.96,3.050,1262.51,3.050,1211.24,3.050,1179.20,3.050,1137.54,3.050,1127.93,3.050,1070.25,3.050,1031.80,3.050,980.53,3.050,919.65,3.050,858.76,3.050,817.11,3.050,769.04,3.050,743.41,3.050,640.87,3.050,583.19,3.050,487.06,3.050,403.75,3.050,365.30,3.050,320.43,3.050,230.71,3.050,166.63
3.100,512.70,3.100,1038.21,3.100,1294.56,3.100,1300.96,3.100,1262.51,3.100,1211.24,3.100,1182.40,3.100,1153.56,3.100,1105.50,3.100,1076.66,3.100,1031.80,3.100,980.53,3.100,929.26,3.100,865.17,3.100,833.13,3.100,762.63,3.100,737.00,3.100,637.66,3.100,583.19,3.100,487.06,3.100,403.75,3.100,358.89,3.100,320.43,3.100,230.71,3.100,173.03
3.150,512.70,3.150,1038.21,3.150,1294.56,3.150,1300.96,3.150,1262.51,3.150,1211.24,3.150,1182.40,3.150,1159.97,3.150,1124.73,3.150,1076.66,3.150,1012.57,3.150,951.69,3.150,929.26,3.150,877.99,3.150,839.54,3.150,788.27,3.150,720.98,3.150,656.89,3.150,567.17,3.150,474.24,3.150,413.36,3.150,352.48,3.150,314.03,3.150,237.12,3.150,173.03
3.200,512.70,3.200,1038.21,3.200,1294.56,3.200,1300.96,3.200,1262.51,3.200,1211.24,3.200,1182.40,3.200,1159.97,3.200,1127.93,3.200,1076.66,3.200,1028.59,3.200,974.12,3.200,922.85,3.200,877.99,,,3.200,788.27,3.200,733.80,3.200,660.10,3.200,570.37,3.200,467.83,3.200,416.56,3.200,352.48,3.200,314.03,3.200,237.12,3.200,166.63
3.250,512.70,3.250,1038.21,3.250,1294.56,3.250,1300.96,3.250,1262.51,3.250,1211.24,3.250,1182.40,3.250,1159.97,3.250,1127.93,3.250,1057.43,3.250,1031.80,3.250,980.53,3.250,897.22,3.250,877.99,,,3.250,788.27,3.250,743.41,3.250,656.89,3.250,583.19,3.250,474.24,3.250,413.36,3.250,365.30,3.250,320.43,3.250,237.12,3.250,166.63
3.300,519.10,3.300,1038.21,3.300,1294.56,3.300,1300.96,3.300,1262.51,3.300,1211.24,3.300,1182.40,3.300,1134.34,3.300,1124.73,3.300,1076.66,3.300,1031.80,3.300,980.53,3.300,922.85,3.300,855.56,,,,,3.300,743.41,3.300,640.87,3.300,583.19,3.300,487.06,3.300,403.75,3.300,365.30,3.300,320.43,3.300,230.71,3.300,169.83
3.350,512.70,3.350,1038.21,3.350,1294.56,3.350,1300.96,3.350,1262.51,3.350,1211.24,3.350,1182.40,3.350,1153.56,3.350,1111.91,3.350,1076.66,3.350,1031.80,3.350,974.12,3.350,929.26,3.350,868.38,,,,,3.350,730.59,3.350,640.87,3.350,579.99,3.350,483.86,3.350,403.75,3.350,358.89,3.350,320.43,3.350,230.71,3.350,173.03
,,3.400,1038.21,3.400,1294.56,3.400,1300.96,3.400,1262.51,,,,,3.400,1159.97,3.400,1127.93,3.400,1076.66,3.400,1012.57,3.400,948.49,,,3.400,877.99,,,,,3.400,720.98,3.400,660.10,3.400,563.96,3.400,471.04,3.400,416.56,3.400,352.48,3.400,314.03,3.400,237.12,3.400,173.03
,,3.450,1038.21,3.450,1294.56,3.450,1300.96,3.450,1262.51,,,,,,,,,3.450,1076.66,3.450,1031.80,3.450,974.12,,,3.450,877.99,,,,,3.450,737.00,3.450,660.10,3.450,573.58,,,3.450,416.56,3.450,355.68,3.450,314.03,3.450,237.12,3.450,166.63
,,3.500,1038.21,3.500,1294.56,3.500,1300.96,3.500,1262.51,,,,,,,,,3.500,1060.64,3.500,1031.80,3.500,980.53,,,3.500,877.99,,,,,3.500,743.41,3.500,650.48,3.500,583.19,,,3.500,410.16,3.500,365.30,3.500,320.43,3.500,233.92,3.500,166.63
,,3.550,1038.21,,,,,,,,,,,,,,,,,3.550,1031.80,,,,,3.550,852.36,,,,,,,3.550,640.87,3.550,583.19,,,3.550,403.75,3.550,365.30,3.550,320.43,,,,
,,,,,,,,,,,,,,,,,,,,3.600,1031.80,,,,,,,,,,,,,3.600,647.28,3.600,573.58,,,3.600,403.75,3.600,358.89,3.600,314.03,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.650,416.56,3.650,352.48,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.700,358.89,,,,,,
