"Time (s) Run #1","Light Intensity (lx) Run #1","Time (s) Run #2","Light Intensity (lx) Run #2","Time (s) Run #3","Light Intensity (lx) Run #3","Time (s) Run #4","Light Intensity (lx) Run #4","Time (s) Run #5","Light Intensity (lx) Run #5","Time (s) Run #6","Light Intensity (lx) Run #6","Time (s) Run #7","Light Intensity (lx) Run #7","Time (s) Run #8","Light Intensity (lx) Run #8","Time (s) Run #9","Light Intensity (lx) Run #9","Time (s) Run #10","Light Intensity (lx) Run #10","Time (s) Run #11","Light Intensity (lx) Run #11","Time (s) Run #12","Light Intensity (lx) Run #12","Time (s) Run #13","Light Intensity (lx) Run #13","Time (s) Run #14","Light Intensity (lx) Run #14","Time (s) Run #15","Light Intensity (lx) Run #15","Time (s) Run #16","Light Intensity (lx) Run #16","Time (s) Run #17","Light Intensity (lx) Run #17","Time (s) Run #18","Light Intensity (lx) Run #18","Time (s) Run #19","Light Intensity (lx) Run #19","Time (s) Run #20","Light Intensity (lx) Run #20","Time (s) Run #21","Light Intensity (lx) Run #21","Time (s) Run #22","Light Intensity (lx) Run #22","Time (s) Run #23","Light Intensity (lx) Run #23","Time (s) Run #24","Light Intensity (lx) Run #24","Time (s) Run #25","Light Intensity (lx) Run #25"
2.600,474.24,2.600,986.94,2.600,1192.02,2.600,1236.88,2.600,1185.61,2.600,1147.16,2.600,1089.48,2.600,1063.84,2.600,1076.66,2.600,1025.39,2.600,974.12,2.600,929.26,2.600,852.36,2.600,801.09,2.600,762.63,2.600,730.59,2.600,688.93,2.600,624.85,2.600,544.74,2.600,442.20,2.600,384.52,2.600,333.25,2.600,294.80,2.600,217.90,2.600,160.22
2.650,480.65,2.650,980.53,2.650,1204.83,2.650,1233.67,2.650,1159.97,2.650,1147.16,2.650,1092.68,2.650,1092.68,2.650,1057.43,2.650,1002.96,2.650,977.33,2.650,906.83,2.650,845.95,2.650,801.09,2.650,762.63,2.650,724.18,2.650,679.32,2.650,608.83,2.650,551.15,2.650,455.02,2.650,384.52,2.650,333.25,2.650,294.80,2.650,217.90,2.650,160.22
2.700,480.65,2.700,990.14,2.700,1224.06,2.700,1198.43,2.700,1195.22,2.700,1115.11,2.700,1121.52,2.700,1095.89,2.700,1038.21,2.700,986.94,2.700,948.49,2.700,897.22,2.700,868.38,2.700,817.11,2.700,781.86,2.700,724.18,2.700,679.32,2.700,602.42,2.700,535.13,2.700,448.61,2.700,384.52,2.700,346.07,2.700,307.62,2.700,217.90,2.700,160.22
2.750,480.65,2.750,993.35,2.750,1224.06,2.750,1224.06,2.750,1198.43,2.750,1111.91,2.750,1121.52,2.750,1092.68,2.750,1057.43,2.750,1009.37,2.750,942.08,2.750,897.22,2.750,877.99,2.750,826.72,2.750,791.47,2.750,749.82,2.750,695.34,2.750,602.42,2.750,531.92,2.750,442.20,2.750,390.93,2.750,339.66,2.750,294.80,2.750,217.90,2.750,157.01
2.800,480.65,2.800,993.35,2.800,1224.06,2.800,1236.88,2.800,1198.43,2.800,1143.95,2.800,1111.91,2.800,1063.84,2.800,1070.25,2.800,1018.98,2.800,964.51,2.800,922.85,2.800,865.17,2.800,807.50,2.800,769.04,2.800,749.82,2.800,704.96,2.800,621.64,2.800,531.92,2.800,442.20,2.800,390.93,2.800,333.25,2.800,294.80,2.800,217.90,2.800,160.22
2.850,474.24,2.850,977.33,2.850,1185.61,2.850,1236.88,2.850,1175.99,2.850,1147.16,2.850,1083.07,2.850,1073.46,2.850,1076.66,2.850,1025.39,2.850,974.12,2.850,929.26,2.850,845.95,2.850,801.09,2.850,762.63,2.850,730.59,2.850,685.73,2.850,618.44,2.850,547.94,2.850,442.20,2.850,384.52,2.850,333.25,2.850,294.80,2.850,217.90,2.850,160.22
2.900,480.65,2.900,983.73,2.900,1211.24,2.900,1224.06,2.900,1172.79,2.900,1140.75,2.900,1102.29,2.900,1095.89,2.900,1047.82,2.900,996.55,2.900,967.71,2.900,900.42,2.900,845.95,2.900,801.09,2.900,762.63,2.900,724.18,2.900,679.32,2.900,608.83,2.900,541.53,2.900,455.02,2.900,384.52,2.900,333.25,2.900,301.21,2.900,217.90,2.900,160.22
2.950,480.65,2.950,993.35,2.950,1224.06,2.950,1198.43,2.950,1198.43,2.950,1108.70,2.950,1121.52,2.950,1095.89,2.950,1035.00,2.950,986.94,2.950,942.08,2.950,894.01,2.950,871.58,2.950,823.52,2.950,785.06,2.950,727.39,2.950,679.32,2.950,602.42,2.950,531.92,2.950,448.61,2.950,384.52,2.950,346.07,2.950,301.21,2.950,217.90,2.950,160.22
3.000,480.65,3.000,993.35,3.000,1224.06,3.000,1230.47,3.000,1198.43,3.000,1121.52,3.000,1121.52,3.000,1083.07,3.000,1063.84,3.000,1012.57,3.000,942.08,3.000,906.83,3.000,877.99,3.000,829.93,3.000,791.47,3.000,749.82,3.000,698.55,3.000,608.83,3.000,531.92,3.000,442.20,3.000,390.93,3.000,336.46,3.000,294.80,3.000,217.90,3.000,160.22
3.050,480.65,3.050,993.35,3.050,1217.65,3.050,1236.88,3.050,1198.43,3.050,1147.16,3.050,1102.29,3.050,1060.64,3.050,1073.46,3.050,1025.39,3.050,967.71,3.050,922.85,3.050,858.76,3.050,804.29,3.050,769.04,3.050,743.41,3.050,704.96,3.050,628.05,3.050,531.92,3.050,442.20,3.050,387.73,3.050,333.25,3.050,294.80,3.050,217.90,3.050,157.01
3.100,474.24,3.100,967.71,3.100,1185.61,3.100,1236.88,3.100,1169.59,3.100,1147.16,3.100,1083.07,3.100,1083.07,3.100,1076.66,3.100,1002.96,3.100,974.12,3.100,926.06,3.100,845.95,3.100,801.09,3.100,762.63,3.100,730.59,3.100,685.73,3.100,615.23,3.100,551.15,3.100,445.40,3.100,384.52,3.100,333.25,3.100,294.80,3.100,217.90,3.100,160.22
3.150,480.65,3.150,986.94,3.150,1217.65,3.150,1214.45,3.150,1179.20,3.150,1131.13,3.150,1108.70,3.150,1095.89,3.150,1044.62,3.150,986.94,3.150,958.10,3.150,897.22,3.150,849.15,3.150,801.09,3.150,762.63,3.150,724.18,3.150,679.32,3.150,605.62,3.150,538.33,3.150,458.22,3.150,384.52,3.150,339.66,3.150,301.21,3.150,217.90,3.150,160.22
3.200,480.65,3.200,993.35,3.200,1224.06,3.200,1208.04,3.200,1198.43,3.200,1108.70,3.200,1121.52,3.200,1095.89,3.200,1038.21,3.200,986.94,3.200,942.08,3.200,890.81,3.200,874.79,3.200,826.72,3.200,788.27,3.200,733.80,3.200,679.32,3.200,602.42,3.200,531.92,3.200,448.61,3.200,384.52,3.200,346.07,3.200,301.21,3.200,217.90,3.200,160.22
3.250,480.65,3.250,993.35,3.250,1224.06,3.250,1230.47,3.250,1198.43,3.250,1131.13,3.250,1121.52,3.250,1073.46,3.250,1067.05,3.250,1018.98,3.250,942.08,3.250,913.24,3.250,877.99,3.250,820.31,3.250,785.06,3.250,749.82,3.250,701.75,3.250,612.03,3.250,531.92,3.250,442.20,3.250,394.13,3.250,336.46,3.250,294.80,3.250,217.90,3.250,160.22
3.300,477.45,3.300,993.35,3.300,1208.04,3.300,1236.88,,,3.300,1147.16,,,3.300,1057.43,3.300,1073.46,3.300,1025.39,3.300,974.12,3.300,922.85,3.300,855.56,3.300,801.09,3.300,765.84,3.300,737.00,3.300,701.75,3.300,628.05,3.300,535.13,3.300,442.20,3.300,384.52,3.300,333.25,3.300,294.80,3.300,217.90,3.300,160.22
3.350,477.45,3.350,970.92,3.350,1188.81,3.350,1236.88,,,3.350,1147.16,,,3.350,1086.27,3.350,1073.46,3.350,996.55,3.350,977.33,3.350,919.65,3.350,845.95,3.350,801.09,3.350,762.63,3.350,724.18,3.350,685.73,,,3.350,551.15,3.350,448.61,3.350,384.52,3.350,333.25,3.350,294.80,,,3.350,160.22
,,3.400,990.14,3.400,1217.65,3.400,1204.83,,,3.400,1121.52,,,3.400,1095.89,3.400,1038.21,3.400,986.94,3.400,951.69,3.400,897.22,3.400,858.76,3.400,807.50,3.400,769.04,3.400,724.18,3.400,679.32,,,3.400,538.33,3.400,458.22,3.400,384.52,3.400,339.66,3.400,301.21,,,3.400,160.22
,,3.450,993.35,3.450,1224.06,3.450,1214.45,,,3.450,1108.70,,,3.450,1095.89,3.450,1041.41,3.450,996.55,3.450,942.08,3.450,890.81,3.450,877.99,3.450,826.72,3.450,788.27,3.450,737.00,3.450,682.53,,,3.450,531.92,3.450,448.61,3.450,384.52,3.450,342.86,3.450,301.21,,,3.450,160.22
,,,,3.500,1224.06,,,,,,,,,,,3.500,1070.25,3.500,1018.98,3.500,951.69,3.500,916.44,3.500,877.99,3.500,813.90,,,3.500,749.82,,,,,3.500,531.92,3.500,442.20,3.500,397.34,,,3.500,294.80,,,,
,,,,3.550,1198.43,,,,,,,,,,,,,3.550,1025.39,,,3.550,929.26,3.550,852.36,,,,,,,,,,,,,3.550,442.20,,,,,3.550,294.80,,,,
,,,,,,,,,,,,,,,,,,,,,,3.600,913.24,3.600,845.95,,,,,,,,,,,,,,,,,,,3.600,294.80,,,,
,,,,,,,,,,,,,,,,,,,,,,3.650,897.22,,,,,,,,,,,,,,,,,,,,,3.650,304.41,,,,
,,,,,,,,,,,,,,,,,,,,,,3.700,894.01,,,,,,,,,,,,,,,,,,,,,3.700,301.21,,,,
,,,,,,,,,,,,,,,,,,,,,,3.750,919.65,,,,,,,,,,,,,,,,,,,,,,,,,,
