"Time (s) Run #1","Light Intensity (lx) Run #1","Time (s) Run #2","Light Intensity (lx) Run #2","Time (s) Run #3","Light Intensity (lx) Run #3","Time (s) Run #4","Light Intensity (lx) Run #4","Time (s) Run #5","Light Intensity (lx) Run #5","Time (s) Run #6","Light Intensity (lx) Run #6","Time (s) Run #7","Light Intensity (lx) Run #7","Time (s) Run #8","Light Intensity (lx) Run #8","Time (s) Run #9","Light Intensity (lx) Run #9","Time (s) Run #10","Light Intensity (lx) Run #10","Time (s) Run #11","Light Intensity (lx) Run #11","Time (s) Run #12","Light Intensity (lx) Run #12","Time (s) Run #13","Light Intensity (lx) Run #13","Time (s) Run #14","Light Intensity (lx) Run #14","Time (s) Run #15","Light Intensity (lx) Run #15","Time (s) Run #16","Light Intensity (lx) Run #16","Time (s) Run #17","Light Intensity (lx) Run #17","Time (s) Run #18","Light Intensity (lx) Run #18","Time (s) Run #19","Light Intensity (lx) Run #19","Time (s) Run #20","Light Intensity (lx) Run #20","Time (s) Run #21","Light Intensity (lx) Run #21","Time (s) Run #22","Light Intensity (lx) Run #22","Time (s) Run #23","Light Intensity (lx) Run #23","Time (s) Run #24","Light Intensity (lx) Run #24","Time (s) Run #25","Light Intensity (lx) Run #25","Time (s) Run #26","Light Intensity (lx) Run #26","Time (s) Run #27","Light Intensity (lx) Run #27","Time (s) Run #28","Light Intensity (lx) Run #28","Time (s) Run #29","Light Intensity (lx) Run #29","Time (s) Run #30","Light Intensity (lx) Run #30","Time (s) Run #31","Light Intensity (lx) Run #31","Time (s) Run #32","Light Intensity (lx) Run #32","Time (s) Run #33","Light Intensity (lx) Run #33","Time (s) Run #34","Light Intensity (lx) Run #34","Time (s) Run #35","Light Intensity (lx) Run #35"
1.500,243.53,1.500,301.21,1.500,224.30,1.500,147.40,1.500,128.17,1.500,147.40,1.500,214.69,1.500,326.84,1.500,422.97,1.500,487.06,1.500,531.92,1.500,531.92,1.500,547.94,1.500,563.96,1.500,551.15,1.500,551.15,1.500,551.15,1.500,570.37,1.500,547.94,1.500,551.15,1.500,531.92,1.500,525.51,1.500,512.70,1.500,506.29,1.500,499.88,1.500,487.06,1.500,474.24,1.500,455.02,1.500,422.97,1.500,397.34,1.500,352.48,1.500,333.25,1.500,301.21,1.500,262.76,1.500,249.94
1.550,237.12,1.550,301.21,1.550,217.90,1.550,144.20,1.550,128.17,1.550,140.99,1.550,217.90,1.550,317.23,1.550,435.79,1.550,487.06,1.550,512.70,1.550,551.15,1.550,544.74,1.550,551.15,1.550,551.15,1.550,563.96,1.550,570.37,1.550,551.15,1.550,544.74,1.550,538.33,1.550,531.92,1.550,525.51,1.550,512.70,1.550,490.26,1.550,499.88,1.550,487.06,1.550,474.24,1.550,455.02,1.550,422.97,1.550,378.11,1.550,358.89,1.550,320.43,1.550,301.21,1.550,275.57,1.550,243.53
1.600,243.53,1.600,304.41,1.600,221.10,1.600,140.99,1.600,121.77,1.600,147.40,1.600,211.49,1.600,307.62,1.600,442.20,1.600,471.04,1.600,506.29,1.600,557.56,1.600,560.76,1.600,551.15,1.600,573.58,1.600,576.78,1.600,567.17,1.600,544.74,1.600,541.53,1.600,538.33,1.600,531.92,1.600,525.51,1.600,512.70,1.600,499.88,1.600,490.26,1.600,467.83,1.600,474.24,1.600,455.02,1.600,410.16,1.600,387.73,1.600,365.30,1.600,333.25,1.600,294.80,1.600,275.57,1.600,246.73
1.650,243.53,1.650,301.21,1.650,224.30,1.650,147.40,1.650,128.17,1.650,147.40,1.650,205.08,1.650,317.23,1.650,442.20,1.650,467.83,1.650,509.49,1.650,544.74,1.650,570.37,1.650,570.37,1.650,576.78,1.650,573.58,1.650,551.15,1.650,544.74,1.650,544.74,1.650,538.33,1.650,531.92,1.650,525.51,1.650,512.70,1.650,506.29,1.650,490.26,1.650,480.65,1.650,471.04,1.650,442.20,1.650,422.97,1.650,397.34,1.650,365.30,1.650,333.25,1.650,288.39,1.650,275.57,1.650,256.35
1.700,243.53,1.700,301.21,1.700,224.30,1.700,147.40,1.700,128.17,1.700,147.40,1.700,211.49,1.700,320.43,1.700,422.97,1.700,487.06,1.700,525.51,1.700,531.92,1.700,567.17,1.700,576.78,1.700,557.56,1.700,551.15,1.700,551.15,1.700,567.17,1.700,563.96,1.700,554.35,1.700,531.92,1.700,525.51,1.700,512.70,1.700,506.29,1.700,496.67,1.700,487.06,1.700,467.83,1.700,451.81,1.700,422.97,1.700,397.34,1.700,365.30,1.700,333.25,1.700,301.21,1.700,262.76,1.700,256.35
1.750,240.33,1.750,301.21,1.750,224.30,1.750,147.40,1.750,128.17,1.750,144.20,1.750,214.69,1.750,326.84,1.750,422.97,1.750,487.06,1.750,531.92,1.750,531.92,1.750,547.94,1.750,560.76,1.750,551.15,1.750,551.15,1.750,551.15,1.750,570.37,1.750,547.94,1.750,547.94,1.750,531.92,1.750,525.51,1.750,512.70,1.750,506.29,1.750,499.88,1.750,487.06,1.750,474.24,1.750,455.02,1.750,422.97,1.750,397.34,1.750,352.48,1.750,330.05,1.750,301.21,1.750,265.96,1.750,249.94
1.800,240.33,1.800,301.21,1.800,217.90,1.800,144.20,1.800,128.17,1.800,140.99,1.800,217.90,1.800,314.03,1.800,435.79,1.800,490.26,1.800,509.49,1.800,551.15,1.800,544.74,1.800,551.15,1.800,554.35,1.800,567.17,1.800,570.37,1.800,551.15,1.800,544.74,1.800,538.33,1.800,531.92,1.800,525.51,1.800,512.70,1.800,487.06,1.800,499.88,1.800,487.06,1.800,474.24,1.800,455.02,1.800,422.97,1.800,378.11,1.800,362.09,1.800,320.43,1.800,301.21,1.800,275.57,1.800,243.53
1.850,243.53,1.850,304.41,1.850,224.30,1.850,144.20,1.850,121.77,1.850,147.40,1.850,211.49,1.850,307.62,1.850,442.20,1.850,471.04,1.850,506.29,1.850,557.56,1.850,560.76,1.850,551.15,1.850,576.78,1.850,576.78,1.850,563.96,1.850,544.74,1.850,541.53,1.850,538.33,1.850,531.92,1.850,525.51,1.850,512.70,1.850,499.88,1.850,487.06,1.850,471.04,1.850,477.45,1.850,455.02,1.850,410.16,1.850,387.73,1.850,365.30,1.850,333.25,1.850,291.60,1.850,275.57,1.850,249.94
1.900,243.53,1.900,298.00,1.900,224.30,1.900,147.40,1.900,128.17,1.900,147.40,1.900,205.08,1.900,320.43,1.900,439.00,1.900,467.83,1.900,509.49,1.900,541.53,1.900,570.37,1.900,570.37,1.900,576.78,1.900,573.58,1.900,551.15,1.900,544.74,1.900,541.53,1.900,538.33,1.900,531.92,1.900,525.51,1.900,512.70,1.900,506.29,1.900,493.47,1.900,483.86,1.900,471.04,1.900,442.20,1.900,422.97,1.900,397.34,1.900,365.30,1.900,333.25,1.900,288.39,1.900,272.37,1.900,256.35
1.950,243.53,1.950,301.21,1.950,224.30,1.950,147.40,1.950,128.17,1.950,147.40,1.950,211.49,1.950,323.64,1.950,422.97,1.950,487.06,1.950,525.51,1.950,531.92,1.950,563.96,1.950,576.78,1.950,557.56,1.950,551.15,1.950,551.15,1.950,570.37,1.950,563.96,1.950,554.35,1.950,531.92,1.950,525.51,1.950,512.70,1.950,506.29,1.950,496.67,1.950,487.06,1.950,467.83,1.950,455.02,1.950,422.97,1.950,397.34,1.950,365.30,1.950,333.25,1.950,301.21,1.950,262.76,1.950,256.35
2.000,237.12,2.000,301.21,2.000,224.30,2.000,147.40,2.000,128.17,2.000,144.20,2.000,214.69,2.000,326.84,2.000,422.97,2.000,487.06,2.000,531.92,2.000,531.92,2.000,547.94,2.000,557.56,2.000,551.15,2.000,551.15,2.000,554.35,2.000,567.17,2.000,547.94,2.000,547.94,2.000,531.92,2.000,525.51,2.000,512.70,2.000,506.29,2.000,499.88,2.000,487.06,2.000,474.24,2.000,455.02,2.000,422.97,2.000,394.13,2.000,352.48,2.000,326.84,2.000,301.21,2.000,269.17,2.000,249.94
2.050,243.53,2.050,301.21,2.050,217.90,2.050,140.99,2.050,128.17,2.050,140.99,2.050,217.90,2.050,314.03,2.050,439.00,2.050,487.06,2.050,509.49,2.050,551.15,2.050,544.74,2.050,551.15,2.050,557.56,2.050,570.37,2.050,573.58,2.050,551.15,2.050,544.74,2.050,538.33,2.050,531.92,2.050,525.51,2.050,512.70,2.050,490.26,2.050,499.88,2.050,487.06,2.050,474.24,2.050,455.02,2.050,422.97,2.050,378.11,2.050,365.30,2.050,320.43,2.050,301.21,2.050,275.57,2.050,243.53
2.100,243.53,2.100,304.41,2.100,224.30,2.100,147.40,2.100,121.77,2.100,147.40,2.100,211.49,2.100,307.62,2.100,442.20,2.100,467.83,2.100,506.29,2.100,557.56,2.100,563.96,2.100,551.15,2.100,576.78,2.100,576.78,2.100,560.76,2.100,544.74,2.100,544.74,2.100,538.33,2.100,531.92,2.100,525.51,2.100,512.70,2.100,503.08,2.100,483.86,2.100,471.04,2.100,474.24,2.100,455.02,2.100,410.16,2.100,390.93,2.100,365.30,2.100,333.25,2.100,288.39,2.100,275.57,2.100,249.94
2.150,243.53,2.150,298.00,2.150,224.30,2.150,147.40,2.150,128.17,2.150,147.40,2.150,205.08,2.150,320.43,2.150,435.79,2.150,467.83,2.150,512.70,2.150,538.33,2.150,570.37,2.150,570.37,2.150,576.78,2.150,554.35,2.150,551.15,2.150,544.74,2.150,544.74,2.150,538.33,2.150,531.92,2.150,525.51,2.150,512.70,2.150,506.29,2.150,493.47,2.150,483.86,2.150,467.83,2.150,442.20,2.150,422.97,2.150,397.34,2.150,365.30,2.150,333.25,2.150,288.39,2.150,272.37,2.150,256.35
2.200,243.53,2.200,301.21,2.200,224.30,2.200,147.40,2.200,128.17,2.200,147.40,2.200,211.49,2.200,326.84,2.200,422.97,2.200,487.06,2.200,525.51,2.200,531.92,2.200,560.76,2.200,576.78,2.200,557.56,2.200,551.15,2.200,551.15,2.200,570.37,2.200,563.96,2.200,557.56,2.200,531.92,2.200,525.51,2.200,512.70,2.200,506.29,2.200,499.88,2.200,487.06,2.200,471.04,2.200,455.02,2.200,422.97,2.200,397.34,2.200,362.09,2.200,333.25,2.200,301.21,2.200,262.76,2.200,256.35
2.250,237.12,2.250,301.21,2.250,224.30,2.250,147.40,2.250,128.17,2.250,140.99,2.250,214.69,2.250,326.84,2.250,426.18,2.250,487.06,2.250,531.92,2.250,531.92,2.250,544.74,2.250,557.56,2.250,551.15,2.250,551.15,2.250,557.56,2.250,567.17,2.250,544.74,2.250,544.74,2.250,531.92,2.250,525.51,2.250,512.70,2.250,506.29,2.250,499.88,2.250,487.06,2.250,474.24,2.250,455.02,2.250,422.97,2.250,394.13,2.250,352.48,2.250,326.84,2.250,301.21,2.250,269.17,2.250,249.94
2.300,243.53,2.300,304.41,2.300,217.90,2.300,140.99,2.300,124.97,2.300,140.99,2.300,217.90,2.300,314.03,2.300,442.20,2.300,487.06,2.300,506.29,2.300,554.35,2.300,544.74,2.300,551.15,2.300,560.76,2.300,570.37,2.300,573.58,2.300,551.15,2.300,544.74,2.300,538.33,2.300,531.92,2.300,525.51,2.300,512.70,2.300,490.26,2.300,499.88,2.300,487.06,2.300,474.24,2.300,455.02,2.300,422.97,2.300,378.11,2.300,365.30,2.300,320.43,2.300,301.21,2.300,275.57,2.300,243.53
2.350,243.53,2.350,304.41,2.350,224.30,2.350,147.40,2.350,124.97,2.350,147.40,2.350,211.49,2.350,307.62,2.350,442.20,2.350,467.83,2.350,506.29,2.350,557.56,2.350,563.96,2.350,554.35,2.350,576.78,2.350,576.78,2.350,560.76,2.350,544.74,2.350,538.33,2.350,538.33,2.350,531.92,2.350,525.51,2.350,512.70,2.350,506.29,2.350,480.65,2.350,474.24,2.350,474.24,2.350,455.02,2.350,410.16,2.350,390.93,2.350,365.30,2.350,333.25,2.350,288.39,2.350,275.57,2.350,249.94
2.400,243.53,2.400,294.80,2.400,224.30,2.400,147.40,2.400,128.17,2.400,147.40,2.400,205.08,2.400,320.43,2.400,432.59,2.400,471.04,2.400,515.90,2.400,538.33,2.400,570.37,2.400,573.58,2.400,576.78,2.400,554.35,2.400,551.15,2.400,547.94,2.400,547.94,2.400,538.33,2.400,531.92,2.400,525.51,2.400,512.70,2.400,506.29,2.400,493.47,2.400,483.86,2.400,464.63,2.400,442.20,2.400,422.97,2.400,397.34,2.400,365.30,2.400,333.25,2.400,288.39,2.400,269.17,2.400,256.35
2.450,243.53,2.450,301.21,2.450,224.30,2.450,147.40,2.450,128.17,2.450,147.40,2.450,211.49,2.450,326.84,2.450,422.97,2.450,487.06,2.450,525.51,2.450,531.92,2.450,557.56,2.450,576.78,2.450,554.35,2.450,551.15,2.450,551.15,2.450,570.37,2.450,563.96,2.450,557.56,2.450,531.92,2.450,525.51,2.450,512.70,2.450,506.29,2.450,499.88,2.450,487.06,2.450,474.24,2.450,455.02,2.450,422.97,2.450,397.34,2.450,358.89,2.450,333.25,2.450,301.21,2.450,262.76,2.450,256.35
2.500,237.12,2.500,301.21,2.500,224.30,2.500,147.40,2.500,128.17,2.500,140.99,2.500,217.90,2.500,326.84,2.500,429.38,2.500,487.06,2.500,528.72,2.500,535.13,2.500,544.74,2.500,554.35,2.500,551.15,2.500,551.15,2.500,560.76,2.500,563.96,2.500,544.74,2.500,544.74,2.500,531.92,2.500,525.51,2.500,512.70,2.500,506.29,2.500,499.88,2.500,487.06,2.500,474.24,2.500,455.02,2.500,422.97,2.500,394.13,2.500,352.48,2.500,326.84,2.500,301.21,2.500,269.17,2.500,246.73
2.550,243.53,2.550,301.21,2.550,217.90,2.550,140.99,2.550,124.97,2.550,144.20,2.550,217.90,2.550,314.03,2.550,442.20,2.550,483.86,2.550,506.29,2.550,557.56,2.550,544.74,2.550,551.15,2.550,563.96,2.550,570.37,2.550,576.78,2.550,547.94,2.550,541.53,2.550,538.33,2.550,531.92,2.550,525.51,2.550,512.70,2.550,493.47,2.550,499.88,2.550,483.86,2.550,477.45,2.550,455.02,2.550,422.97,2.550,378.11,2.550,365.30,2.550,323.64,2.550,301.21,2.550,275.57,2.550,243.53
2.600,243.53,2.600,304.41,2.600,224.30,2.600,147.40,2.600,128.17,2.600,147.40,2.600,208.28,2.600,307.62,2.600,442.20,2.600,467.83,2.600,506.29,2.600,557.56,2.600,567.17,2.600,557.56,2.600,576.78,2.600,573.58,2.600,557.56,2.600,544.74,2.600,541.53,2.600,538.33,2.600,531.92,2.600,525.51,2.600,512.70,2.600,506.29,2.600,480.65,2.600,474.24,2.600,474.24,2.600,455.02,2.600,413.36,2.600,390.93,2.600,365.30,2.600,333.25,2.600,288.39,2.600,275.57,2.600,249.94
2.650,243.53,2.650,294.80,2.650,224.30,2.650,147.40,2.650,128.17,2.650,147.40,2.650,205.08,2.650,320.43,2.650,432.59,2.650,474.24,2.650,515.90,2.650,538.33,2.650,570.37,2.650,576.78,2.650,573.58,2.650,554.35,2.650,551.15,2.650,547.94,2.650,551.15,2.650,538.33,2.650,531.92,2.650,525.51,2.650,512.70,2.650,506.29,2.650,493.47,2.650,487.06,2.650,461.43,2.650,442.20,2.650,422.97,2.650,397.34,2.650,365.30,2.650,333.25,2.650,291.60,2.650,269.17,2.650,256.35
2.700,243.53,2.700,301.21,2.700,224.30,2.700,147.40,2.700,128.17,2.700,147.40,2.700,211.49,2.700,326.84,2.700,422.97,2.700,487.06,2.700,525.51,2.700,531.92,2.700,554.35,2.700,576.78,2.700,551.15,2.700,551.15,2.700,547.94,2.700,570.37,2.700,563.96,2.700,557.56,2.700,531.92,2.700,525.51,2.700,512.70,2.700,506.29,2.700,499.88,2.700,487.06,2.700,474.24,2.700,455.02,2.700,422.97,2.700,397.34,2.700,358.89,2.700,333.25,2.700,301.21,2.700,262.76,2.700,256.35
2.750,237.12,2.750,301.21,2.750,224.30,2.750,147.40,2.750,128.17,2.750,140.99,2.750,214.69,2.750,326.84,2.750,429.38,2.750,487.06,2.750,525.51,2.750,541.53,2.750,544.74,2.750,551.15,2.750,551.15,2.750,551.15,2.750,560.76,2.750,560.76,2.750,544.74,2.750,544.74,2.750,531.92,2.750,525.51,2.750,512.70,2.750,503.08,2.750,499.88,2.750,487.06,2.750,474.24,2.750,455.02,2.750,422.97,2.750,390.93,2.750,352.48,2.750,323.64,2.750,301.21,2.750,272.37,2.750,246.73
2.800,243.53,2.800,304.41,2.800,217.90,2.800,140.99,2.800,121.77,2.800,147.40,2.800,217.90,2.800,310.82,2.800,442.20,2.800,480.65,2.800,506.29,2.800,557.56,2.800,544.74,2.800,551.15,2.800,567.17,2.800,570.37,2.800,576.78,2.800,547.94,2.800,541.53,2.800,538.33,2.800,531.92,2.800,525.51,2.800,512.70,2.800,493.47,2.800,499.88,2.800,480.65,2.800,474.24,2.800,455.02,2.800,422.97,2.800,378.11,2.800,365.30,2.800,326.84,2.800,301.21,2.800,275.57,2.800,243.53
2.850,243.53,2.850,304.41,2.850,224.30,2.850,147.40,2.850,128.17,2.850,147.40,2.850,208.28,2.850,307.62,2.850,442.20,2.850,467.83,2.850,506.29,2.850,557.56,2.850,570.37,2.850,560.76,2.850,576.78,2.850,573.58,2.850,557.56,2.850,544.74,2.850,541.53,2.850,538.33,2.850,531.92,2.850,525.51,2.850,512.70,2.850,506.29,2.850,483.86,2.850,477.45,2.850,477.45,2.850,455.02,2.850,416.56,2.850,390.93,2.850,365.30,2.850,333.25,2.850,288.39,2.850,275.57,2.850,249.94
2.900,243.53,2.900,294.80,2.900,224.30,2.900,147.40,2.900,128.17,2.900,147.40,2.900,208.28,2.900,320.43,2.900,429.38,2.900,477.45,2.900,519.10,2.900,531.92,2.900,570.37,2.900,576.78,2.900,570.37,2.900,551.15,2.900,551.15,2.900,554.35,2.900,554.35,2.900,538.33,2.900,531.92,2.900,525.51,2.900,512.70,2.900,506.29,2.900,493.47,2.900,487.06,2.900,461.43,2.900,442.20,2.900,422.97,2.900,397.34,2.900,365.30,2.900,333.25,2.900,294.80,2.900,269.17,2.900,256.35
2.950,243.53,2.950,301.21,2.950,224.30,2.950,147.40,2.950,128.17,2.950,147.40,2.950,211.49,2.950,326.84,2.950,422.97,2.950,487.06,2.950,528.72,2.950,531.92,2.950,554.35,2.950,573.58,2.950,551.15,2.950,551.15,2.950,551.15,2.950,570.37,2.950,560.76,2.950,557.56,2.950,531.92,2.950,525.51,2.950,512.70,2.950,506.29,2.950,499.88,2.950,487.06,2.950,474.24,2.950,455.02,2.950,422.97,2.950,397.34,2.950,358.89,2.950,333.25,2.950,301.21,2.950,262.76,2.950,256.35
3.000,237.12,3.000,301.21,3.000,221.10,3.000,147.40,3.000,128.17,3.000,140.99,3.000,217.90,3.000,323.64,3.000,435.79,3.000,487.06,3.000,525.51,3.000,544.74,3.000,544.74,3.000,551.15,3.000,551.15,3.000,551.15,3.000,563.96,3.000,557.56,3.000,544.74,3.000,541.53,3.000,531.92,3.000,525.51,3.000,512.70,3.000,503.08,3.000,499.88,3.000,487.06,3.000,474.24,3.000,455.02,3.000,426.18,3.000,387.73,3.000,352.48,3.000,323.64,3.000,301.21,3.000,272.37,3.000,246.73
3.050,243.53,3.050,301.21,3.050,217.90,3.050,140.99,3.050,121.77,3.050,147.40,3.050,217.90,3.050,310.82,3.050,442.20,3.050,480.65,3.050,506.29,3.050,557.56,3.050,547.94,3.050,551.15,3.050,570.37,3.050,573.58,3.050,576.78,3.050,544.74,3.050,541.53,3.050,538.33,3.050,531.92,3.050,525.51,3.050,512.70,3.050,496.67,3.050,496.67,3.050,477.45,3.050,474.24,3.050,455.02,3.050,422.97,3.050,378.11,3.050,365.30,3.050,326.84,3.050,298.00,3.050,275.57,3.050,243.53
3.100,243.53,3.100,301.21,3.100,224.30,3.100,147.40,3.100,128.17,3.100,147.40,3.100,205.08,3.100,310.82,3.100,442.20,3.100,467.83,3.100,506.29,3.100,554.35,3.100,570.37,3.100,563.96,3.100,576.78,3.100,570.37,3.100,557.56,3.100,544.74,3.100,541.53,3.100,538.33,3.100,531.92,3.100,525.51,3.100,512.70,3.100,506.29,3.100,483.86,3.100,480.65,3.100,474.24,3.100,455.02,3.100,416.56,3.100,390.93,3.100,365.30,3.100,333.25,3.100,288.39,3.100,275.57,3.100,249.94
3.150,243.53,3.150,294.80,3.150,224.30,3.150,147.40,3.150,128.17,3.150,147.40,3.150,211.49,3.150,320.43,3.150,426.18,3.150,477.45,3.150,519.10,3.150,531.92,3.150,570.37,3.150,576.78,3.150,567.17,3.150,551.15,3.150,551.15,3.150,554.35,3.150,554.35,3.150,538.33,3.150,531.92,3.150,525.51,3.150,512.70,3.150,506.29,3.150,493.47,3.150,487.06,3.150,461.43,3.150,445.40,3.150,422.97,3.150,397.34,3.150,365.30,3.150,333.25,3.150,294.80,3.150,269.17,3.150,256.35
3.200,243.53,3.200,301.21,3.200,224.30,3.200,147.40,3.200,128.17,3.200,147.40,3.200,214.69,3.200,326.84,3.200,422.97,3.200,487.06,3.200,531.92,3.200,531.92,3.200,551.15,3.200,570.37,3.200,551.15,3.200,551.15,3.200,551.15,3.200,570.37,3.200,557.56,3.200,560.76,3.200,531.92,3.200,525.51,3.200,512.70,3.200,506.29,3.200,499.88,3.200,487.06,3.200,474.24,3.200,455.02,3.200,422.97,3.200,397.34,3.200,355.68,3.200,333.25,3.200,301.21,3.200,262.76,3.200,256.35
3.250,237.12,3.250,301.21,3.250,221.10,3.250,147.40,3.250,128.17,3.250,140.99,3.250,217.90,3.250,320.43,3.250,435.79,3.250,487.06,3.250,522.31,3.250,547.94,3.250,544.74,3.250,551.15,3.250,551.15,3.250,551.15,3.250,563.96,3.250,557.56,3.250,544.74,3.250,541.53,3.250,531.92,3.250,525.51,3.250,512.70,3.250,496.67,3.250,499.88,3.250,487.06,3.250,474.24,3.250,455.02,3.250,422.97,3.250,387.73,3.250,352.48,3.250,320.43,3.250,301.21,3.250,275.57,3.250,243.53
3.300,243.53,3.300,304.41,3.300,217.90,3.300,140.99,3.300,121.77,3.300,147.40,3.300,217.90,3.300,307.62,3.300,442.20,3.300,477.45,3.300,506.29,3.300,557.56,3.300,554.35,3.300,551.15,3.300,570.37,3.300,573.58,3.300,576.78,3.300,544.74,3.300,541.53,3.300,538.33,3.300,531.92,3.300,525.51,3.300,512.70,3.300,499.88,3.300,493.47,3.300,474.24,3.300,474.24,3.300,455.02,3.300,422.97,3.300,378.11,3.300,365.30,3.300,326.84,3.300,294.80,3.300,275.57,3.300,243.53
3.350,243.53,3.350,301.21,3.350,224.30,3.350,147.40,3.350,128.17,3.350,147.40,3.350,205.08,3.350,310.82,3.350,442.20,3.350,467.83,3.350,506.29,3.350,551.15,3.350,570.37,3.350,567.17,3.350,576.78,3.350,567.17,3.350,554.35,3.350,544.74,3.350,541.53,3.350,538.33,3.350,531.92,3.350,525.51,3.350,512.70,3.350,506.29,3.350,487.06,3.350,480.65,3.350,474.24,3.350,455.02,3.350,416.56,3.350,390.93,3.350,365.30,3.350,333.25,3.350,288.39,3.350,275.57,3.350,249.94
3.400,243.53,3.400,294.80,3.400,224.30,3.400,147.40,3.400,128.17,,,3.400,211.49,3.400,320.43,,,3.400,480.65,3.400,522.31,3.400,531.92,3.400,570.37,3.400,576.78,3.400,563.96,3.400,551.15,3.400,551.15,3.400,557.56,3.400,557.56,3.400,541.53,3.400,531.92,3.400,525.51,3.400,512.70,3.400,506.29,3.400,493.47,3.400,487.06,3.400,461.43,3.400,448.61,3.400,422.97,3.400,397.34,3.400,365.30,3.400,333.25,3.400,294.80,3.400,265.96,3.400,256.35
3.450,240.33,3.450,301.21,3.450,224.30,3.450,147.40,3.450,128.17,,,3.450,214.69,3.450,326.84,,,3.450,487.06,3.450,528.72,3.450,531.92,,,3.450,567.17,,,3.450,551.15,3.450,551.15,3.450,570.37,3.450,557.56,3.450,560.76,3.450,531.92,3.450,525.51,3.450,512.70,,,3.450,499.88,3.450,487.06,,,3.450,455.02,3.450,422.97,3.450,397.34,3.450,355.68,3.450,333.25,3.450,301.21,3.450,262.76,3.450,256.35
3.500,237.12,3.500,301.21,3.500,217.90,3.500,147.40,3.500,128.17,,,3.500,217.90,3.500,320.43,,,3.500,487.06,3.500,519.10,,,,,3.500,551.15,,,3.500,554.35,3.500,567.17,3.500,554.35,,,3.500,538.33,,,3.500,525.51,3.500,512.70,,,,,,,,,,,,,,,3.500,355.68,3.500,320.43,3.500,301.21,3.500,275.57,3.500,243.53
,,,,3.550,217.90,3.550,140.99,3.550,121.77,,,,,3.550,307.62,,,3.550,474.24,,,,,,,,,,,,,3.550,576.78,3.550,544.74,,,3.550,538.33,,,3.550,525.51,,,,,,,,,,,,,,,,,,,,,3.550,294.80,3.550,275.57,3.550,243.53
,,,,,,3.600,147.40,3.600,128.17,,,,,,,,,3.600,467.83,,,,,,,,,,,,,3.600,551.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.600,288.39,,,3.600,249.94
,,,,,,3.650,147.40,3.650,128.17,,,,,,,,,,,,,,,,,,,,,,,3.650,551.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.650,298.00,,,,
,,,,,,3.700,147.40,,,,,,,,,,,,,,,,,,,,,,,,,3.700,547.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.700,301.21,,,,
,,,,,,3.750,144.20,,,,,,,,,,,,,,,,,,,,,,,,,3.750,570.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.800,144.20,,,,,,,,,,,,,,,,,,,,,,,,,3.800,573.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.850,551.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.900,551.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.950,551.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
