"Time (s) Run #1","Light Intensity (lx) Run #1","Time (s) Run #2","Light Intensity (lx) Run #2","Time (s) Run #3","Light Intensity (lx) Run #3","Time (s) Run #4","Light Intensity (lx) Run #4","Time (s) Run #5","Light Intensity (lx) Run #5","Time (s) Run #6","Light Intensity (lx) Run #6","Time (s) Run #7","Light Intensity (lx) Run #7","Time (s) Run #8","Light Intensity (lx) Run #8","Time (s) Run #9","Light Intensity (lx) Run #9","Time (s) Run #10","Light Intensity (lx) Run #10","Time (s) Run #11","Light Intensity (lx) Run #11","Time (s) Run #12","Light Intensity (lx) Run #12","Time (s) Run #13","Light Intensity (lx) Run #13","Time (s) Run #14","Light Intensity (lx) Run #14","Time (s) Run #15","Light Intensity (lx) Run #15","Time (s) Run #16","Light Intensity (lx) Run #16","Time (s) Run #17","Light Intensity (lx) Run #17","Time (s) Run #18","Light Intensity (lx) Run #18","Time (s) Run #19","Light Intensity (lx) Run #19","Time (s) Run #20","Light Intensity (lx) Run #20","Time (s) Run #21","Light Intensity (lx) Run #21","Time (s) Run #22","Light Intensity (lx) Run #22","Time (s) Run #23","Light Intensity (lx) Run #23"
3.100,429.38,3.100,570.37,3.100,756.23,3.100,1044.62,3.100,1512.45,3.100,2396.85,3.100,3332.52,3.100,3566.44,3.100,3665.77,3.100,3425.45,3.100,2890.32,3.100,2480.16,3.100,2313.54,3.100,1829.68,3.100,1390.69,3.100,903.63,3.100,538.33,3.100,365.30,3.100,230.71,3.100,147.40,3.100,96.13,3.100,51.27,3.100,32.04
3.150,429.38,3.150,563.96,3.150,756.23,3.150,1057.43,3.150,1512.45,3.150,2409.67,3.150,3332.52,3.150,3582.46,3.150,3665.77,3.150,3406.22,3.150,2896.73,3.150,2480.16,3.150,2329.56,3.150,1813.66,3.150,1387.48,3.150,903.63,3.150,547.94,3.150,365.30,3.150,237.12,3.150,147.40,3.150,96.13,3.150,51.27,3.150,32.04
3.200,422.97,3.200,563.96,3.200,762.63,3.200,1047.82,3.200,1515.66,3.200,2400.05,3.200,3332.52,3.200,3582.46,3.200,3662.57,3.200,3435.06,3.200,2896.73,3.200,2448.12,3.200,2345.58,3.200,1816.86,3.200,1377.87,3.200,916.44,3.200,544.74,3.200,365.30,3.200,230.71,3.200,147.40,3.200,96.13,3.200,51.27,3.200,32.04
3.250,422.97,3.250,563.96,3.250,756.23,3.250,1044.62,3.250,1512.45,3.250,2396.85,3.250,3332.52,3.250,3582.46,3.250,3649.75,3.250,3441.47,3.250,2871.09,3.250,2454.53,3.250,2332.76,3.250,1839.29,3.250,1371.46,3.250,916.44,3.250,538.33,3.250,365.30,3.250,230.71,3.250,147.40,3.250,96.13,3.250,51.27,3.250,32.04
3.300,429.38,3.300,570.37,3.300,756.23,3.300,1044.62,3.300,1512.45,3.300,2396.85,3.300,3332.52,3.300,3550.42,3.300,3665.77,3.300,3441.47,3.300,2874.30,3.300,2476.96,3.300,2313.54,3.300,1839.29,3.300,1390.69,3.300,903.63,3.300,538.33,3.300,365.30,3.300,230.71,3.300,147.40,3.300,96.13,3.300,51.27,3.300,32.04
3.350,429.38,3.350,570.37,3.350,756.23,3.350,1054.23,3.350,1512.45,3.350,2396.85,3.350,3332.52,3.350,3576.05,3.350,3665.77,3.350,3399.81,3.350,2896.73,3.350,2480.16,3.350,2310.33,3.350,1820.07,3.350,1384.28,3.350,903.63,3.350,544.74,3.350,365.30,3.350,230.71,3.350,147.40,3.350,96.13,3.350,51.27,3.350,32.04
3.400,426.18,3.400,563.96,3.400,759.43,,,3.400,1522.06,3.400,2409.67,,,3.400,3582.46,3.400,3665.77,3.400,3431.85,3.400,2896.73,3.400,2457.73,3.400,2339.17,3.400,1813.66,3.400,1374.66,3.400,906.83,3.400,544.74,3.400,368.50,3.400,233.92,3.400,147.40,3.400,96.13,3.400,51.27,,
,,3.450,563.96,,,,,,,,,,,3.450,3582.46,3.450,3633.73,3.450,3441.47,3.450,2893.52,3.450,2441.71,,,3.450,1832.89,3.450,1371.46,3.450,916.44,,,,,3.450,230.71,3.450,147.40,3.450,96.13,3.450,51.27,,
,,3.500,570.37,,,,,,,,,,,3.500,3566.44,3.500,3662.57,3.500,3441.47,3.500,2858.28,3.500,2473.75,,,,,3.500,1387.48,3.500,910.03,,,,,3.500,230.71,3.500,147.40,3.500,96.13,3.500,51.27,,
,,,,,,,,,,,,,,,,3.550,3665.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.600,3665.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.650,3649.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.700,3656.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.750,3665.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.800,3665.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.850,3665.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.900,3640.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.950,3665.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4.000,3665.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
