"Time (s) Run #1","Light Intensity (lx) Run #1","Time (s) Run #2","Light Intensity (lx) Run #2","Time (s) Run #3","Light Intensity (lx) Run #3","Time (s) Run #4","Light Intensity (lx) Run #4","Time (s) Run #5","Light Intensity (lx) Run #5","Time (s) Run #6","Light Intensity (lx) Run #6","Time (s) Run #7","Light Intensity (lx) Run #7","Time (s) Run #8","Light Intensity (lx) Run #8","Time (s) Run #9","Light Intensity (lx) Run #9","Time (s) Run #10","Light Intensity (lx) Run #10","Time (s) Run #11","Light Intensity (lx) Run #11","Time (s) Run #12","Light Intensity (lx) Run #12","Time (s) Run #13","Light Intensity (lx) Run #13","Time (s) Run #14","Light Intensity (lx) Run #14","Time (s) Run #15","Light Intensity (lx) Run #15","Time (s) Run #16","Light Intensity (lx) Run #16","Time (s) Run #17","Light Intensity (lx) Run #17","Time (s) Run #18","Light Intensity (lx) Run #18","Time (s) Run #19","Light Intensity (lx) Run #19","Time (s) Run #20","Light Intensity (lx) Run #20","Time (s) Run #21","Light Intensity (lx) Run #21","Time (s) Run #22","Light Intensity (lx) Run #22","Time (s) Run #23","Light Intensity (lx) Run #23","Time (s) Run #24","Light Intensity (lx) Run #24","Time (s) Run #25","Light Intensity (lx) Run #25","Time (s) Run #26","Light Intensity (lx) Run #26","Time (s) Run #27","Light Intensity (lx) Run #27","Time (s) Run #28","Light Intensity (lx) Run #28","Time (s) Run #29","Light Intensity (lx) Run #29","Time (s) Run #30","Light Intensity (lx) Run #30","Time (s) Run #31","Light Intensity (lx) Run #31","Time (s) Run #32","Light Intensity (lx) Run #32","Time (s) Run #33","Light Intensity (lx) Run #33","Time (s) Run #34","Light Intensity (lx) Run #34","Time (s) Run #35","Light Intensity (lx) Run #35"
1.500,371.70,1.500,333.25,1.500,281.98,1.500,230.71,1.500,243.53,1.500,301.21,1.500,371.70,1.500,448.61,1.500,512.70,1.500,442.20,1.500,551.15,1.500,570.37,1.500,579.99,1.500,586.40,1.500,589.60,1.500,589.60,1.500,596.01,1.500,596.01,1.500,596.01,1.500,596.01,1.500,596.01,1.500,596.01,1.500,608.83,1.500,596.01,1.500,596.01,1.500,596.01,1.500,602.42,1.500,589.60,1.500,560.76,1.500,544.74,1.500,519.10,1.500,499.88,1.500,461.43,1.500,422.97,1.500,390.93
1.550,374.91,1.550,339.66,1.550,281.98,1.550,230.71,1.550,243.53,1.550,301.21,1.550,378.11,1.550,448.61,1.550,519.10,1.550,442.20,1.550,544.74,1.550,563.96,1.550,576.78,1.550,583.19,1.550,589.60,1.550,589.60,1.550,596.01,1.550,596.01,1.550,596.01,1.550,589.60,1.550,596.01,1.550,596.01,1.550,602.42,1.550,602.42,1.550,605.62,1.550,596.01,1.550,602.42,1.550,589.60,1.550,557.56,1.550,538.33,1.550,519.10,1.550,499.88,1.550,467.83,1.550,422.97,1.550,390.93
1.600,378.11,1.600,339.66,1.600,281.98,1.600,224.30,1.600,246.73,1.600,294.80,1.600,378.11,1.600,448.61,1.600,515.90,1.600,442.20,1.600,547.94,1.600,563.96,1.600,576.78,1.600,579.99,1.600,589.60,1.600,589.60,1.600,596.01,1.600,596.01,1.600,589.60,1.600,602.42,1.600,602.42,1.600,602.42,1.600,596.01,1.600,608.83,1.600,608.83,1.600,602.42,1.600,596.01,1.600,589.60,1.600,551.15,1.600,538.33,1.600,525.51,1.600,493.47,1.600,464.63,1.600,429.38,1.600,397.34
1.650,378.11,1.650,339.66,1.650,281.98,1.650,230.71,1.650,249.94,1.650,294.80,1.650,374.91,1.650,448.61,1.650,512.70,1.650,448.61,1.650,557.56,1.650,567.17,1.650,576.78,1.650,583.19,1.650,586.40,1.650,589.60,1.650,592.80,1.650,592.80,1.650,596.01,1.650,602.42,1.650,602.42,1.650,608.83,1.650,596.01,1.650,608.83,1.650,599.21,1.650,602.42,1.650,596.01,1.650,589.60,1.650,557.56,1.650,544.74,1.650,525.51,1.650,493.47,1.650,461.43,1.650,429.38,1.650,390.93
1.700,378.11,1.700,333.25,1.700,281.98,1.700,230.71,1.700,243.53,1.700,301.21,1.700,371.70,1.700,455.02,1.700,512.70,1.700,448.61,1.700,551.15,1.700,570.37,1.700,583.19,1.700,583.19,1.700,586.40,1.700,589.60,1.700,592.80,1.700,592.80,1.700,596.01,1.700,602.42,1.700,602.42,1.700,602.42,1.700,608.83,1.700,599.21,1.700,596.01,1.700,596.01,1.700,596.01,1.700,589.60,1.700,560.76,1.700,544.74,1.700,525.51,1.700,499.88,1.700,458.22,1.700,422.97,1.700,390.93
1.750,371.70,1.750,339.66,1.750,281.98,1.750,230.71,1.750,243.53,1.750,301.21,1.750,374.91,1.750,448.61,1.750,512.70,1.750,442.20,1.750,547.94,1.750,567.17,1.750,576.78,1.750,583.19,1.750,586.40,1.750,589.60,1.750,596.01,1.750,596.01,1.750,596.01,1.750,596.01,1.750,596.01,1.750,596.01,1.750,608.83,1.750,596.01,1.750,599.21,1.750,596.01,1.750,608.83,1.750,589.60,1.750,563.96,1.750,544.74,1.750,519.10,1.750,499.88,1.750,467.83,1.750,422.97,1.750,390.93
1.800,378.11,1.800,339.66,1.800,281.98,1.800,227.51,1.800,243.53,1.800,298.00,1.800,378.11,1.800,445.40,1.800,519.10,1.800,442.20,1.800,544.74,1.800,563.96,1.800,576.78,1.800,583.19,1.800,586.40,1.800,589.60,1.800,596.01,1.800,596.01,1.800,596.01,1.800,596.01,1.800,602.42,1.800,596.01,1.800,599.21,1.800,608.83,1.800,608.83,1.800,596.01,1.800,596.01,1.800,589.60,1.800,554.35,1.800,538.33,1.800,519.10,1.800,499.88,1.800,467.83,1.800,429.38,1.800,390.93
1.850,378.11,1.850,339.66,1.850,281.98,1.850,227.51,1.850,246.73,1.850,294.80,1.850,378.11,1.850,445.40,1.850,512.70,1.850,442.20,1.850,551.15,1.850,563.96,1.850,576.78,1.850,583.19,1.850,586.40,1.850,589.60,1.850,596.01,1.850,596.01,1.850,589.60,1.850,602.42,1.850,602.42,1.850,602.42,1.850,596.01,1.850,608.83,1.850,602.42,1.850,608.83,1.850,596.01,1.850,589.60,1.850,557.56,1.850,544.74,1.850,525.51,1.850,493.47,1.850,461.43,1.850,429.38,1.850,394.13
1.900,378.11,1.900,333.25,1.900,281.98,1.900,230.71,1.900,246.73,1.900,298.00,1.900,371.70,1.900,451.81,1.900,512.70,1.900,448.61,1.900,557.56,1.900,570.37,1.900,583.19,1.900,583.19,1.900,586.40,1.900,589.60,1.900,589.60,1.900,589.60,1.900,596.01,1.900,602.42,1.900,602.42,1.900,608.83,1.900,602.42,1.900,602.42,1.900,596.01,1.900,599.21,1.900,596.01,1.900,589.60,1.900,557.56,1.900,544.74,1.900,525.51,1.900,496.67,1.900,461.43,1.900,422.97,1.900,390.93
1.950,371.70,1.950,333.25,1.950,281.98,1.950,230.71,1.950,243.53,1.950,301.21,1.950,371.70,1.950,451.81,1.950,512.70,1.950,442.20,1.950,551.15,1.950,570.37,1.950,583.19,1.950,583.19,1.950,586.40,1.950,589.60,1.950,596.01,1.950,596.01,1.950,596.01,1.950,596.01,1.950,596.01,1.950,599.21,1.950,608.83,1.950,596.01,1.950,596.01,1.950,596.01,1.950,602.42,1.950,589.60,1.950,560.76,1.950,544.74,1.950,525.51,1.950,499.88,1.950,461.43,1.950,422.97,1.950,390.93
2.000,371.70,2.000,339.66,2.000,281.98,2.000,230.71,2.000,243.53,2.000,301.21,2.000,378.11,2.000,448.61,2.000,519.10,2.000,442.20,2.000,544.74,2.000,563.96,2.000,576.78,2.000,583.19,2.000,586.40,2.000,589.60,2.000,596.01,2.000,596.01,2.000,596.01,2.000,592.80,2.000,596.01,2.000,596.01,2.000,602.42,2.000,599.21,2.000,605.62,2.000,596.01,2.000,602.42,2.000,589.60,2.000,563.96,2.000,544.74,2.000,519.10,2.000,499.88,2.000,467.83,2.000,422.97,2.000,390.93
2.050,378.11,2.050,339.66,2.050,281.98,2.050,224.30,2.050,246.73,2.050,294.80,2.050,378.11,2.050,448.61,2.050,515.90,2.050,442.20,2.050,544.74,2.050,563.96,2.050,576.78,2.050,583.19,2.050,586.40,2.050,589.60,2.050,596.01,2.050,596.01,2.050,589.60,2.050,602.42,2.050,602.42,2.050,602.42,2.050,596.01,2.050,608.83,2.050,608.83,2.050,602.42,2.050,596.01,2.050,589.60,2.050,551.15,2.050,538.33,2.050,525.51,2.050,493.47,2.050,467.83,2.050,429.38,2.050,397.34
2.100,378.11,2.100,336.46,2.100,281.98,2.100,230.71,2.100,249.94,2.100,294.80,2.100,374.91,2.100,448.61,2.100,512.70,2.100,448.61,2.100,557.56,2.100,563.96,2.100,576.78,2.100,583.19,2.100,586.40,2.100,589.60,2.100,596.01,2.100,596.01,2.100,596.01,2.100,602.42,2.100,602.42,2.100,605.62,2.100,596.01,2.100,608.83,2.100,599.21,2.100,602.42,2.100,596.01,2.100,589.60,2.100,557.56,2.100,544.74,2.100,525.51,2.100,493.47,2.100,461.43,2.100,429.38,2.100,390.93
2.150,378.11,2.150,333.25,2.150,281.98,2.150,230.71,2.150,243.53,2.150,301.21,2.150,371.70,2.150,455.02,2.150,512.70,2.150,448.61,2.150,551.15,2.150,570.37,2.150,583.19,2.150,583.19,2.150,589.60,2.150,589.60,2.150,592.80,2.150,589.60,2.150,596.01,2.150,602.42,2.150,602.42,2.150,602.42,2.150,608.83,2.150,599.21,2.150,596.01,2.150,596.01,2.150,596.01,2.150,589.60,2.150,560.76,2.150,544.74,2.150,528.72,2.150,499.88,2.150,461.43,2.150,422.97,2.150,390.93
2.200,371.70,2.200,339.66,2.200,281.98,2.200,230.71,2.200,243.53,2.200,301.21,2.200,378.11,2.200,448.61,2.200,512.70,2.200,442.20,2.200,547.94,2.200,570.37,2.200,576.78,2.200,583.19,2.200,589.60,2.200,589.60,2.200,596.01,2.200,596.01,2.200,596.01,2.200,596.01,2.200,596.01,2.200,596.01,2.200,608.83,2.200,596.01,2.200,599.21,2.200,596.01,2.200,608.83,2.200,589.60,2.200,563.96,2.200,544.74,2.200,519.10,2.200,499.88,2.200,461.43,2.200,422.97,2.200,390.93
2.250,378.11,2.250,339.66,2.250,281.98,2.250,230.71,2.250,243.53,2.250,298.00,2.250,378.11,2.250,448.61,2.250,519.10,2.250,442.20,2.250,544.74,2.250,563.96,2.250,576.78,2.250,583.19,2.250,586.40,2.250,589.60,2.250,596.01,2.250,596.01,2.250,596.01,2.250,596.01,2.250,599.21,2.250,596.01,2.250,602.42,2.250,605.62,2.250,608.83,2.250,596.01,2.250,599.21,2.250,589.60,2.250,557.56,2.250,538.33,2.250,519.10,2.250,499.88,2.250,467.83,2.250,422.97,2.250,390.93
2.300,378.11,2.300,339.66,2.300,281.98,2.300,227.51,2.300,249.94,2.300,294.80,2.300,378.11,2.300,448.61,2.300,512.70,2.300,442.20,2.300,551.15,2.300,563.96,2.300,576.78,2.300,583.19,2.300,586.40,2.300,589.60,2.300,596.01,2.300,596.01,2.300,589.60,2.300,602.42,2.300,602.42,2.300,602.42,2.300,596.01,2.300,608.83,2.300,602.42,2.300,608.83,2.300,596.01,2.300,589.60,2.300,551.15,2.300,541.53,2.300,525.51,2.300,493.47,2.300,461.43,2.300,429.38,2.300,397.34
2.350,378.11,2.350,333.25,2.350,281.98,2.350,230.71,2.350,246.73,2.350,298.00,2.350,371.70,2.350,451.81,2.350,512.70,2.350,448.61,2.350,557.56,2.350,570.37,2.350,579.99,2.350,583.19,2.350,586.40,2.350,589.60,2.350,589.60,2.350,589.60,2.350,596.01,2.350,602.42,2.350,602.42,2.350,608.83,2.350,602.42,2.350,599.21,2.350,596.01,2.350,602.42,2.350,596.01,2.350,589.60,2.350,557.56,2.350,544.74,2.350,528.72,2.350,493.47,2.350,461.43,2.350,422.97,2.350,390.93
2.400,371.70,2.400,333.25,2.400,281.98,2.400,230.71,2.400,243.53,2.400,301.21,2.400,371.70,2.400,451.81,2.400,512.70,2.400,442.20,2.400,551.15,2.400,573.58,2.400,583.19,2.400,583.19,2.400,586.40,2.400,589.60,2.400,596.01,2.400,596.01,2.400,596.01,2.400,596.01,2.400,596.01,2.400,599.21,2.400,608.83,2.400,596.01,2.400,596.01,2.400,596.01,2.400,602.42,2.400,589.60,2.400,560.76,2.400,544.74,2.400,525.51,2.400,499.88,2.400,461.43,2.400,422.97,2.400,390.93
2.450,371.70,2.450,339.66,2.450,281.98,2.450,230.71,2.450,243.53,2.450,301.21,2.450,378.11,2.450,448.61,2.450,519.10,2.450,442.20,2.450,544.74,2.450,563.96,2.450,576.78,2.450,583.19,2.450,586.40,2.450,589.60,2.450,596.01,2.450,596.01,2.450,596.01,2.450,592.80,2.450,596.01,2.450,596.01,2.450,605.62,2.450,596.01,2.450,602.42,2.450,596.01,2.450,602.42,2.450,589.60,2.450,563.96,2.450,544.74,2.450,519.10,2.450,499.88,2.450,467.83,2.450,422.97,2.450,390.93
2.500,378.11,2.500,339.66,2.500,281.98,2.500,224.30,2.500,246.73,2.500,294.80,2.500,378.11,2.500,445.40,2.500,515.90,2.500,442.20,2.500,544.74,2.500,563.96,2.500,576.78,2.500,583.19,2.500,586.40,2.500,589.60,2.500,596.01,2.500,596.01,2.500,589.60,2.500,602.42,2.500,602.42,2.500,599.21,2.500,596.01,2.500,608.83,2.500,608.83,2.500,602.42,2.500,596.01,2.500,589.60,2.500,551.15,2.500,538.33,2.500,522.31,2.500,499.88,2.500,461.43,2.500,429.38,2.500,390.93
2.550,378.11,2.550,339.66,2.550,281.98,2.550,230.71,2.550,249.94,2.550,294.80,2.550,374.91,2.550,448.61,2.550,512.70,2.550,448.61,2.550,557.56,2.550,563.96,2.550,576.78,2.550,583.19,2.550,589.60,2.550,589.60,2.550,596.01,2.550,596.01,2.550,592.80,2.550,602.42,2.550,602.42,2.550,605.62,2.550,596.01,2.550,602.42,2.550,602.42,2.550,602.42,2.550,596.01,2.550,589.60,2.550,557.56,2.550,544.74,2.550,525.51,2.550,493.47,2.550,461.43,2.550,429.38,2.550,390.93
2.600,378.11,2.600,333.25,2.600,281.98,2.600,230.71,2.600,243.53,2.600,301.21,2.600,371.70,2.600,455.02,2.600,512.70,2.600,448.61,2.600,554.35,2.600,570.37,2.600,583.19,2.600,583.19,2.600,586.40,2.600,589.60,2.600,589.60,2.600,589.60,2.600,596.01,2.600,602.42,2.600,602.42,2.600,605.62,2.600,608.83,2.600,596.01,2.600,596.01,2.600,596.01,2.600,596.01,2.600,589.60,2.600,557.56,2.600,544.74,2.600,528.72,2.600,499.88,2.600,458.22,2.600,422.97,2.600,390.93
2.650,371.70,2.650,336.46,2.650,281.98,2.650,230.71,2.650,243.53,2.650,301.21,2.650,374.91,2.650,448.61,2.650,512.70,2.650,442.20,2.650,551.15,2.650,570.37,2.650,576.78,2.650,583.19,2.650,589.60,2.650,589.60,2.650,596.01,2.650,596.01,2.650,596.01,2.650,596.01,2.650,596.01,2.650,596.01,2.650,608.83,2.650,596.01,2.650,596.01,2.650,596.01,2.650,602.42,2.650,589.60,2.650,560.76,2.650,544.74,2.650,522.31,2.650,499.88,2.650,461.43,2.650,422.97,2.650,390.93
2.700,378.11,2.700,339.66,2.700,281.98,2.700,230.71,2.700,243.53,2.700,298.00,2.700,378.11,2.700,448.61,2.700,519.10,2.700,442.20,2.700,544.74,2.700,563.96,2.700,576.78,2.700,583.19,2.700,586.40,2.700,589.60,2.700,596.01,2.700,596.01,2.700,596.01,2.700,592.80,2.700,596.01,2.700,596.01,2.700,602.42,2.700,602.42,2.700,608.83,2.700,596.01,2.700,599.21,2.700,589.60,2.700,557.56,2.700,538.33,2.700,519.10,2.700,499.88,2.700,467.83,2.700,422.97,2.700,390.93
2.750,378.11,2.750,339.66,2.750,281.98,2.750,224.30,2.750,249.94,2.750,294.80,2.750,378.11,2.750,448.61,2.750,512.70,2.750,442.20,2.750,551.15,2.750,563.96,2.750,576.78,2.750,579.99,2.750,586.40,2.750,589.60,2.750,596.01,2.750,596.01,2.750,589.60,2.750,602.42,2.750,602.42,2.750,602.42,2.750,596.01,2.750,608.83,2.750,602.42,2.750,608.83,2.750,596.01,2.750,589.60,2.750,551.15,2.750,538.33,2.750,525.51,2.750,493.47,2.750,461.43,2.750,429.38,2.750,397.34
2.800,378.11,2.800,333.25,2.800,281.98,2.800,230.71,2.800,246.73,2.800,294.80,2.800,371.70,2.800,451.81,2.800,512.70,2.800,448.61,2.800,557.56,2.800,570.37,2.800,576.78,2.800,579.99,2.800,586.40,2.800,589.60,2.800,589.60,2.800,589.60,2.800,596.01,2.800,602.42,2.800,602.42,2.800,608.83,2.800,602.42,2.800,602.42,2.800,596.01,2.800,602.42,2.800,596.01,2.800,589.60,2.800,557.56,2.800,544.74,2.800,525.51,2.800,493.47,2.800,461.43,2.800,426.18,2.800,390.93
2.850,374.91,2.850,333.25,2.850,281.98,2.850,230.71,2.850,243.53,2.850,301.21,2.850,371.70,2.850,448.61,2.850,512.70,2.850,445.40,2.850,551.15,2.850,570.37,2.850,583.19,2.850,583.19,2.850,586.40,2.850,589.60,2.850,596.01,2.850,596.01,2.850,596.01,2.850,599.21,2.850,596.01,2.850,602.42,2.850,608.83,2.850,596.01,2.850,596.01,2.850,596.01,2.850,599.21,2.850,589.60,2.850,560.76,2.850,544.74,2.850,528.72,2.850,499.88,2.850,458.22,2.850,422.97,2.850,390.93
2.900,371.70,2.900,339.66,2.900,281.98,2.900,230.71,2.900,243.53,2.900,301.21,2.900,378.11,2.900,448.61,2.900,519.10,2.900,442.20,2.900,547.94,2.900,563.96,2.900,576.78,2.900,583.19,2.900,586.40,2.900,589.60,2.900,596.01,2.900,596.01,2.900,596.01,2.900,592.80,2.900,596.01,2.900,596.01,2.900,608.83,2.900,596.01,2.900,602.42,2.900,596.01,2.900,605.62,2.900,589.60,2.900,560.76,2.900,544.74,2.900,519.10,2.900,499.88,2.900,467.83,2.900,422.97,2.900,390.93
2.950,378.11,2.950,339.66,2.950,281.98,2.950,224.30,2.950,246.73,2.950,294.80,2.950,378.11,2.950,448.61,2.950,515.90,2.950,442.20,2.950,544.74,2.950,563.96,2.950,576.78,2.950,583.19,2.950,586.40,2.950,589.60,2.950,596.01,2.950,596.01,2.950,592.80,2.950,599.21,2.950,602.42,2.950,596.01,2.950,596.01,2.950,608.83,2.950,608.83,2.950,602.42,2.950,596.01,2.950,589.60,2.950,554.35,2.950,538.33,2.950,519.10,2.950,499.88,2.950,464.63,2.950,429.38,2.950,390.93
3.000,378.11,3.000,336.46,3.000,281.98,3.000,230.71,3.000,246.73,3.000,294.80,3.000,374.91,3.000,448.61,3.000,512.70,3.000,448.61,3.000,554.35,3.000,563.96,3.000,576.78,3.000,583.19,3.000,589.60,3.000,589.60,3.000,596.01,3.000,596.01,3.000,589.60,3.000,602.42,3.000,602.42,3.000,605.62,3.000,596.01,3.000,605.62,3.000,602.42,3.000,605.62,3.000,596.01,3.000,589.60,3.000,554.35,3.000,544.74,3.000,525.51,3.000,493.47,3.000,461.43,3.000,429.38,3.000,394.13
3.050,378.11,3.050,333.25,3.050,281.98,3.050,230.71,3.050,243.53,3.050,301.21,3.050,371.70,3.050,455.02,3.050,512.70,3.050,448.61,3.050,557.56,3.050,570.37,3.050,583.19,3.050,583.19,3.050,589.60,3.050,589.60,3.050,589.60,3.050,589.60,3.050,596.01,3.050,602.42,3.050,602.42,3.050,608.83,3.050,605.62,3.050,596.01,3.050,596.01,3.050,596.01,3.050,596.01,3.050,589.60,3.050,557.56,3.050,544.74,3.050,525.51,3.050,496.67,3.050,461.43,3.050,422.97,3.050,390.93
3.100,371.70,3.100,336.46,3.100,281.98,3.100,230.71,3.100,243.53,3.100,301.21,3.100,378.11,3.100,448.61,3.100,512.70,3.100,442.20,3.100,551.15,3.100,570.37,3.100,579.99,3.100,583.19,3.100,586.40,3.100,589.60,3.100,596.01,3.100,596.01,3.100,596.01,3.100,596.01,3.100,596.01,3.100,596.01,3.100,608.83,3.100,596.01,3.100,596.01,3.100,596.01,3.100,602.42,3.100,589.60,3.100,563.96,3.100,544.74,3.100,525.51,3.100,499.88,3.100,461.43,3.100,422.97,3.100,390.93
3.150,378.11,3.150,339.66,3.150,281.98,3.150,230.71,3.150,243.53,3.150,298.00,3.150,378.11,3.150,448.61,3.150,519.10,,,3.150,544.74,3.150,563.96,3.150,576.78,3.150,583.19,3.150,586.40,3.150,589.60,3.150,596.01,3.150,596.01,3.150,596.01,3.150,592.80,3.150,596.01,3.150,596.01,3.150,602.42,3.150,602.42,3.150,608.83,3.150,596.01,3.150,602.42,3.150,589.60,3.150,560.76,3.150,541.53,3.150,519.10,3.150,499.88,3.150,467.83,3.150,422.97,3.150,390.93
3.200,378.11,3.200,339.66,3.200,281.98,3.200,224.30,3.200,249.94,3.200,294.80,3.200,378.11,3.200,445.40,3.200,512.70,,,3.200,551.15,3.200,563.96,3.200,576.78,3.200,583.19,3.200,589.60,3.200,589.60,3.200,596.01,3.200,596.01,3.200,589.60,3.200,602.42,3.200,602.42,3.200,602.42,3.200,596.01,3.200,608.83,3.200,605.62,3.200,605.62,3.200,596.01,3.200,589.60,3.200,551.15,3.200,538.33,3.200,525.51,3.200,493.47,3.200,461.43,3.200,429.38,3.200,397.34
3.250,378.11,3.250,333.25,3.250,281.98,3.250,230.71,3.250,249.94,3.250,298.00,3.250,371.70,3.250,448.61,3.250,512.70,,,3.250,557.56,3.250,570.37,3.250,576.78,3.250,583.19,3.250,586.40,3.250,589.60,3.250,589.60,3.250,592.80,3.250,596.01,3.250,602.42,3.250,602.42,3.250,608.83,3.250,599.21,3.250,602.42,3.250,596.01,,,3.250,596.01,3.250,589.60,3.250,557.56,3.250,544.74,3.250,525.51,3.250,493.47,3.250,461.43,3.250,429.38,3.250,390.93
3.300,374.91,3.300,333.25,3.300,281.98,3.300,230.71,3.300,243.53,3.300,301.21,3.300,371.70,3.300,448.61,3.300,512.70,,,3.300,551.15,3.300,570.37,3.300,583.19,3.300,583.19,3.300,586.40,3.300,589.60,3.300,596.01,3.300,596.01,3.300,596.01,3.300,602.42,3.300,599.21,3.300,602.42,3.300,608.83,3.300,596.01,3.300,596.01,,,3.300,596.01,3.300,589.60,3.300,560.76,3.300,544.74,3.300,528.72,3.300,499.88,3.300,461.43,3.300,422.97,3.300,390.93
3.350,371.70,3.350,339.66,3.350,281.98,3.350,230.71,3.350,243.53,3.350,301.21,3.350,378.11,3.350,448.61,3.350,519.10,,,3.350,544.74,3.350,563.96,3.350,576.78,3.350,583.19,3.350,586.40,3.350,589.60,3.350,596.01,3.350,596.01,3.350,596.01,3.350,596.01,3.350,596.01,,,3.350,608.83,3.350,596.01,3.350,602.42,,,3.350,605.62,3.350,589.60,3.350,563.96,3.350,544.74,3.350,519.10,3.350,499.88,3.350,464.63,3.350,422.97,3.350,390.93
3.400,378.11,3.400,339.66,3.400,281.98,3.400,224.30,3.400,246.73,3.400,294.80,3.400,378.11,3.400,445.40,3.400,515.90,,,3.400,544.74,3.400,563.96,3.400,576.78,3.400,583.19,3.400,586.40,3.400,589.60,3.400,596.01,3.400,596.01,3.400,596.01,3.400,596.01,3.400,602.42,,,,,3.400,608.83,3.400,608.83,,,3.400,596.01,3.400,589.60,3.400,557.56,3.400,538.33,3.400,519.10,3.400,493.47,3.400,467.83,3.400,426.18,3.400,390.93
3.450,378.11,3.450,339.66,3.450,281.98,3.450,230.71,3.450,249.94,,,3.450,374.91,,,3.450,512.70,,,,,3.450,563.96,3.450,576.78,3.450,583.19,3.450,586.40,3.450,589.60,3.450,596.01,,,3.450,589.60,3.450,602.42,3.450,602.42,,,,,3.450,605.62,3.450,602.42,,,3.450,596.01,3.450,589.60,3.450,551.15,3.450,541.53,3.450,525.51,3.450,493.47,3.450,461.43,3.450,429.38,3.450,394.13
3.500,378.11,3.500,333.25,,,3.500,230.71,3.500,243.53,,,3.500,371.70,,,3.500,512.70,,,,,3.500,570.37,3.500,583.19,3.500,583.19,3.500,586.40,3.500,589.60,,,,,3.500,596.01,3.500,602.42,3.500,602.42,,,,,3.500,599.21,,,,,,,3.500,589.60,3.500,557.56,3.500,544.74,3.500,525.51,,,3.500,458.22,3.500,422.97,3.500,390.93
,,3.550,339.66,,,,,3.550,243.53,,,3.550,374.91,,,3.550,512.70,,,,,3.550,570.37,3.550,579.99,3.550,586.40,3.550,586.40,3.550,589.60,,,,,3.550,596.01,,,3.550,596.01,,,,,,,,,,,,,,,,,3.550,544.74,3.550,525.51,,,3.550,458.22,,,,
,,,,,,,,,,,,3.600,378.11,,,3.600,519.10,,,,,3.600,563.96,3.600,576.78,,,3.600,586.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.600,544.74,3.600,519.10,,,3.600,467.83,,,,
,,,,,,,,,,,,,,,,,,,,,,3.650,563.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.650,538.33,,,,,3.650,461.43,,,,
,,,,,,,,,,,,,,,,,,,,,,3.700,567.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.700,544.74,,,,,,,,,,
