"Time (s) Run #1","Light Intensity (lx) Run #1","Time (s) Run #2","Light Intensity (lx) Run #2","Time (s) Run #3","Light Intensity (lx) Run #3","Time (s) Run #4","Light Intensity (lx) Run #4","Time (s) Run #5","Light Intensity (lx) Run #5","Time (s) Run #6","Light Intensity (lx) Run #6","Time (s) Run #7","Light Intensity (lx) Run #7","Time (s) Run #8","Light Intensity (lx) Run #8","Time (s) Run #9","Light Intensity (lx) Run #9","Time (s) Run #10","Light Intensity (lx) Run #10","Time (s) Run #11","Light Intensity (lx) Run #11","Time (s) Run #12","Light Intensity (lx) Run #12","Time (s) Run #13","Light Intensity (lx) Run #13","Time (s) Run #14","Light Intensity (lx) Run #14","Time (s) Run #15","Light Intensity (lx) Run #15","Time (s) Run #16","Light Intensity (lx) Run #16","Time (s) Run #17","Light Intensity (lx) Run #17","Time (s) Run #18","Light Intensity (lx) Run #18","Time (s) Run #19","Light Intensity (lx) Run #19","Time (s) Run #20","Light Intensity (lx) Run #20","Time (s) Run #21","Light Intensity (lx) Run #21","Time (s) Run #22","Light Intensity (lx) Run #22","Time (s) Run #23","Light Intensity (lx) Run #23","Time (s) Run #24","Light Intensity (lx) Run #24","Time (s) Run #25","Light Intensity (lx) Run #25"
2.550,551.15,2.550,1204.83,2.550,1480.41,2.550,1480.41,2.550,1416.32,2.550,1365.05,2.550,1352.23,2.550,1339.42,2.550,1307.37,2.550,1268.92,2.550,1220.86,2.550,1166.38,2.550,1092.68,2.550,1038.21,2.550,974.12,2.550,906.83,2.550,858.76,2.550,749.82,2.550,640.87,2.550,528.72,2.550,461.43,2.550,403.75,2.550,365.30,2.550,256.35,2.550,185.85
2.600,538.33,2.600,1172.79,2.600,1480.41,2.600,1467.59,2.600,1438.75,2.600,1365.05,2.600,1377.87,2.600,1333.01,2.600,1307.37,2.600,1268.92,2.600,1220.86,2.600,1147.16,2.600,1089.48,2.600,1015.78,2.600,970.92,2.600,897.22,2.600,858.76,2.600,749.82,2.600,653.69,2.600,538.33,2.600,464.63,2.600,397.34,2.600,365.30,2.600,256.35,2.600,192.26
2.650,538.33,2.650,1166.38,2.650,1496.43,2.650,1467.59,2.650,1441.96,2.650,1387.48,2.650,1352.23,2.650,1333.01,2.650,1333.01,2.650,1291.35,2.650,1220.86,2.650,1166.38,2.650,1099.09,2.650,1031.80,2.650,948.49,2.650,916.44,2.650,858.76,2.650,730.59,2.650,660.10,2.650,541.53,2.650,455.02,2.650,397.34,2.650,352.48,2.650,262.76,2.650,185.85
2.700,538.33,2.700,1166.38,2.700,1525.27,2.700,1477.20,2.700,1416.32,2.700,1393.89,2.700,1352.23,2.700,1333.01,2.700,1313.78,2.700,1272.13,2.700,1220.86,2.700,1166.38,2.700,1102.29,2.700,1038.21,2.700,967.71,2.700,919.65,2.700,836.33,2.700,743.41,2.700,650.48,2.700,535.13,2.700,448.61,2.700,410.16,2.700,352.48,2.700,262.76,2.700,185.85
2.750,551.15,2.750,1195.22,2.750,1496.43,2.750,1509.25,2.750,1416.32,2.750,1368.26,2.750,1352.23,2.750,1355.44,2.750,1307.37,2.750,1268.92,2.750,1220.86,2.750,1166.38,2.750,1102.29,2.750,1038.21,2.750,974.12,2.750,922.85,2.750,845.95,2.750,749.82,2.750,634.46,2.750,525.51,2.750,461.43,2.750,410.16,2.750,358.89,2.750,256.35,2.750,185.85
2.800,547.94,2.800,1198.43,2.800,1480.41,2.800,1474.00,2.800,1416.32,2.800,1365.05,2.800,1352.23,2.800,1336.21,2.800,1307.37,2.800,1268.92,2.800,1220.86,2.800,1166.38,2.800,1083.07,2.800,1038.21,2.800,974.12,2.800,897.22,2.800,858.76,2.800,749.82,2.800,644.07,2.800,531.92,2.800,461.43,2.800,400.54,2.800,365.30,2.800,256.35,2.800,185.85
2.850,538.33,2.850,1169.59,2.850,1480.41,2.850,1467.59,2.850,1445.16,2.850,1365.05,2.850,1371.46,2.850,1333.01,2.850,1307.37,2.850,1268.92,2.850,1220.86,2.850,1153.56,2.850,1095.89,2.850,1018.98,2.850,964.51,2.850,903.63,2.850,858.76,2.850,746.61,2.850,653.69,2.850,538.33,2.850,464.63,2.850,397.34,2.850,358.89,2.850,256.35,2.850,192.26
2.900,538.33,2.900,1166.38,2.900,1506.04,2.900,1467.59,2.900,1432.34,2.900,1393.89,2.900,1352.23,2.900,1333.01,2.900,1333.01,2.900,1288.15,2.900,1220.86,2.900,1166.38,2.900,1102.29,2.900,1031.80,2.900,948.49,2.900,916.44,2.900,858.76,2.900,730.59,2.900,660.10,2.900,544.74,2.900,455.02,2.900,400.54,2.900,352.48,2.900,262.76,2.900,185.85
2.950,541.53,2.950,1166.38,2.950,1525.27,2.950,1490.02,2.950,1416.32,2.950,1384.28,2.950,1352.23,2.950,1333.01,2.950,1313.78,2.950,1272.13,2.950,1220.86,2.950,1166.38,2.950,1102.29,2.950,1038.21,2.950,970.92,2.950,919.65,2.950,833.13,2.950,749.82,2.950,647.28,2.950,531.92,2.950,448.61,2.950,410.16,2.950,352.48,2.950,262.76,2.950,185.85
3.000,551.15,3.000,1198.43,3.000,1493.23,3.000,1499.63,3.000,1416.32,3.000,1365.05,3.000,1352.23,3.000,1355.44,3.000,1307.37,3.000,1268.92,3.000,1220.86,3.000,1166.38,3.000,1102.29,3.000,1038.21,3.000,974.12,3.000,922.85,3.000,852.36,3.000,749.82,3.000,634.46,3.000,525.51,3.000,461.43,3.000,410.16,3.000,358.89,3.000,256.35,3.000,185.85
3.050,544.74,3.050,1188.81,3.050,1480.41,3.050,1474.00,3.050,1416.32,3.050,1365.05,3.050,1352.23,3.050,1333.01,3.050,1307.37,3.050,1268.92,3.050,1220.86,3.050,1156.77,3.050,1076.66,3.050,1035.00,3.050,974.12,3.050,897.22,3.050,858.76,3.050,749.82,3.050,647.28,3.050,535.13,3.050,467.83,3.050,397.34,3.050,365.30,3.050,256.35,3.050,185.85
3.100,538.33,3.100,1166.38,3.100,1480.41,3.100,1467.59,3.100,1451.57,3.100,1365.05,3.100,1365.05,3.100,1333.01,3.100,1307.37,3.100,1272.13,3.100,1220.86,3.100,1159.97,3.100,1095.89,3.100,1025.39,3.100,958.10,3.100,910.03,3.100,858.76,3.100,740.20,3.100,656.89,3.100,538.33,3.100,464.63,3.100,397.34,3.100,358.89,3.100,262.76,3.100,185.85
3.150,538.33,3.150,1166.38,3.150,1512.45,3.150,1467.59,3.150,1425.93,3.150,1400.30,3.150,1352.23,3.150,1333.01,3.150,1323.39,3.150,1281.74,3.150,1220.86,3.150,1166.38,3.150,1102.29,3.150,1035.00,3.150,954.90,3.150,916.44,3.150,852.36,3.150,730.59,3.150,660.10,3.150,541.53,3.150,451.81,3.150,403.75,3.150,352.48,3.150,262.76,3.150,185.85
3.200,544.74,3.200,1179.20,3.200,1525.27,3.200,1499.63,3.200,1416.32,3.200,1374.66,3.200,1352.23,,,3.200,1310.58,3.200,1268.92,3.200,1220.86,3.200,1166.38,3.200,1102.29,3.200,1038.21,3.200,974.12,3.200,922.85,3.200,833.13,3.200,749.82,3.200,640.87,3.200,528.72,3.200,451.81,3.200,410.16,3.200,352.48,3.200,259.55,3.200,185.85
3.250,551.15,3.250,1198.43,3.250,1486.82,3.250,1490.02,3.250,1416.32,3.250,1365.05,3.250,1352.23,,,3.250,1307.37,3.250,1268.92,3.250,1224.06,3.250,1166.38,3.250,1102.29,3.250,1038.21,3.250,974.12,3.250,916.44,3.250,852.36,3.250,749.82,3.250,634.46,3.250,525.51,3.250,461.43,3.250,406.95,3.250,365.30,3.250,256.35,3.250,185.85
3.300,541.53,3.300,1179.20,3.300,1480.41,3.300,1470.79,3.300,1419.53,3.300,1365.05,3.300,1358.64,,,3.300,1307.37,3.300,1268.92,3.300,1220.86,3.300,1150.36,3.300,1079.86,3.300,1009.37,3.300,974.12,3.300,890.81,3.300,858.76,3.300,749.82,3.300,653.69,3.300,538.33,3.300,467.83,3.300,397.34,3.300,365.30,3.300,256.35,3.300,192.26
3.350,538.33,3.350,1166.38,3.350,1480.41,3.350,1467.59,3.350,1454.77,3.350,1368.26,,,,,3.350,1320.19,3.350,1284.94,3.350,1220.86,3.350,1159.97,3.350,1095.89,3.350,1025.39,3.350,951.69,3.350,913.24,3.350,858.76,3.350,737.00,3.350,656.89,3.350,538.33,3.350,461.43,3.350,397.34,3.350,355.68,3.350,262.76,3.350,185.85
3.400,538.33,3.400,1166.38,3.400,1518.86,3.400,1467.59,3.400,1422.73,3.400,1403.50,,,,,3.400,1320.19,3.400,1275.33,3.400,1220.86,3.400,1166.38,3.400,1102.29,3.400,1038.21,3.400,961.30,3.400,919.65,3.400,845.95,3.400,737.00,3.400,660.10,3.400,541.53,3.400,448.61,3.400,406.95,3.400,352.48,3.400,262.76,3.400,185.85
3.450,547.94,3.450,1185.61,3.450,1518.86,3.450,1506.04,3.450,1416.32,3.450,1371.46,,,,,3.450,1307.37,3.450,1268.92,3.450,1220.86,,,3.450,1102.29,3.450,1038.21,3.450,974.12,3.450,922.85,3.450,836.33,3.450,749.82,3.450,640.87,3.450,525.51,3.450,455.02,3.450,410.16,3.450,352.48,3.450,256.35,3.450,185.85
3.500,551.15,3.500,1204.83,3.500,1483.61,,,3.500,1416.32,3.500,1365.05,,,,,3.500,1307.37,3.500,1268.92,3.500,1220.86,,,3.500,1099.09,3.500,1035.00,3.500,974.12,3.500,910.03,3.500,858.76,3.500,749.82,3.500,634.46,3.500,525.51,3.500,461.43,3.500,403.75,3.500,365.30,3.500,256.35,,
,,3.550,1172.79,3.550,1480.41,,,,,3.550,1365.05,,,,,3.550,1307.37,3.550,1268.92,3.550,1220.86,,,3.550,1086.27,3.550,1006.16,3.550,974.12,3.550,894.01,3.550,858.76,3.550,749.82,3.550,653.69,3.550,538.33,3.550,464.63,3.550,397.34,,,3.550,256.35,,
,,3.600,1166.38,,,,,,,,,,,,,3.600,1329.80,3.600,1291.35,3.600,1220.86,,,,,3.600,1031.80,3.600,948.49,3.600,916.44,,,,,,,3.600,541.53,,,,,,,,,,
,,3.650,1166.38,,,,,,,,,,,,,3.650,1313.78,3.650,1275.33,3.650,1224.06,,,,,3.650,1038.21,3.650,967.71,,,,,,,,,3.650,538.33,,,,,,,,,,
,,3.700,1192.02,,,,,,,,,,,,,3.700,1307.37,3.700,1268.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
